State,Name,,ID,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,
MI,Battle Creek Transit,,5030-A,DR,11,,11,,0.0 ,,266.8 ,,240.1 ,,21.6 ,,20.1 ,,35.7 ,,183.2 ,
,,,,MB,17,,17,,462.0 ,,466.6 ,,452.6 ,,31.4 ,,30.0 ,,568.3 ,,"2,557.1 ",
,,,,Total,28,,28,,462.0 ,,733.5 ,,692.8 ,,53.0 ,,50.0 ,,604.0 ,,"2,740.3 ",
MI,Bay Metropolitan TA,,5029-A,DR,19,,25,,0.0 ,,740.0 ,,732.5 ,,42.3 ,,41.8 ,,142.3 ,,"1,455.1 ",
,,,,MB,31,,34,,780.0 ,,787.8 ,,779.9 ,,50.5 ,,50.0 ,,513.3 ,,"1,639.2 ",
,,,,Total,50,,59,,780.0 ,,"1,527.8 ",,"1,512.4 ",,92.8 ,,91.8 ,,655.6 ,,"3,094.3 ",
MI,Blue Water Area Transp,,5148-B,DR,13,,15,,0.0 ,,285.4 ,,276.6 ,,20.9 ,,19.9 ,,89.9 ,,231.1 ,
,,,,DRp,69,,69,,0.0 ,,903.1 ,,903.1 ,,50.4 ,,50.4 ,,257.5 ,,926.9 ,
,,,,MB,12,,13,,369.6 ,,374.8 ,,369.6 ,,29.3 ,,28.7 ,,423.1 ,,"1,438.7 ",
,,,,Total,94,,97,,369.6 ,,"1,563.3 ",,"1,549.3 ",,100.6 ,,98.9 ,,770.5 ,,"2,596.7 ",
MI,Capital Area Transp Auth,,5036-B,DR,21,,24,,0.0 ,,485.4 ,,386.8 ,,43.1 ,,37.5 ,,64.2 ,,374.8 ,
,,,,DRp,49,,61,,0.0 ,,"2,080.7 ",,"1,767.4 ",,130.8 ,,115.1 ,,335.5 ,,"2,700.9 ",
,,,,MB,77,,96,,"2,857.6 ",,"3,238.4 ",,"2,878.1 ",,236.2 ,,212.1 ,,"7,888.3 ",,"22,481.6 ",
,,,,Total,147,,181,,"2,857.6 ",,"5,804.4 ",,"5,032.3 ",,410.1 ,,364.7 ,,"8,288.1 ",,"25,557.3 ",
MI,City of Detroit DOT,,5119-B,DRp,37,,43,,0.0 ,,"1,752.3 ",,826.1 ,,100.1 ,,47.3 ,,159.0 ,,"1,519.9 ",
,,,,LR,1,,4,,10.5 ,,10.5 ,Q,8.5 ,,1.4 ,,1.3 ,,38.9 ,,38.1 ,
,,,,MB,389,Q,585,,"17,933.4 ",,"20,279.5 ",,"17,803.0 ",,"1,575.2 ",Q,"1,514.3 ",,"41,238.0 ",,"164,795.3 ",
,,,,Total,427,,632,,"17,943.9 ",,"22,042.3 ",,"18,637.6 ",,"1,676.7 ",,"1,562.9 ",,"41,435.9 ",,"166,353.3 ",
MI,City of Holland,,5147-B,DRp,10,,12,,0.0 ,,423.8 ,,378.2 ,,27.4 ,,25.1 ,,96.8 ,,378.2 ,
,,,,MBp,6,,8,,216.6 ,,221.4 ,,212.0 ,,16.8 ,,16.5 ,,68.6 ,,393.7 ,
,,,,Total,16,,20,,216.6 ,,645.2 ,,590.3 ,,44.3 ,,41.6 ,,165.5 ,,772.0 ,
MI,Detroit Transportation,,5141-A,AG,8,,8,,500.1 ,,500.1 ,,500.1 ,,43.2 ,,43.2 ,,"2,197.2 ",,"3,122.0 ",
MI,Interurban Transit,,5033-B,DRp,90,,116,,0.0 ,,"3,161.0 ",,"2,768.7 ",,210.7 ,,184.6 ,,425.7 ,,"3,549.5 ",
,,,,MB,92,,112,,"3,588.1 ",,"3,733.0 ",,"3,588.1 ",,271.6 ,,261.2 ,,"4,778.0 ",,"16,101.7 ",
,,,,Total,182,,228,,"3,588.1 ",,"6,894.0 ",,"6,356.7 ",,482.4 ,,445.8 ,,"5,203.6 ",,"19,651.3 ",
MI,Jackson Transp Auth,,5034-A,DR,38,,66,,0.0 ,,"1,092.5 ",,910.9 ,,71.2 ,,61.2 ,,207.1 ,,983.5 ,
,,,,MB,8,,11,,364.8 ,,364.2 ,,347.9 ,,28.5 ,,26.1 ,,585.6 ,,"1,920.7 ",
,,,,Total,46,,77,,364.8 ,,"1,456.7 ",,"1,258.8 ",,99.7 ,,87.3 ,,792.6 ,,"2,904.3 ",
MI,Kalamazoo Metro Trans Sys,,5035-B,DR,1,,1,,0.0 ,,2.1 ,,0.5 ,,0.4 ,,0.1 ,,0.4 ,,0.5 ,
,,,,DRp,6,,6,,0.0 ,,339.5 ,Q,71.9 ,Q,21.4 ,Q,15.1 ,Q,16.6 ,Q,75.1 ,Q
,,,,MB,33,,41,,"1,544.9 ",,"1,472.7 ",,"1,451.8 ",,113.5 ,,112.1 ,,"2,326.8 ",,"6,492.0 ",
,,,,Total,40,,48,,"1,544.9 ",,"1,814.3 ",Q,"1,524.2 ",Q,135.3 ,Q,127.3 ,Q,"2,343.9 ",Q,"6,567.6 ",Q
MI,Mass Transportation Auth,,5032-A,DR,95,,154,,0.0 ,,"3,903.1 ",,"3,494.0 ",,243.3 ,,225.6 ,,441.2 ,,"4,676.8 ",
,,,,MB,200,,224,,"3,757.7 ",,"4,211.2 ",,"3,757.7 ",,256.3 ,,246.2 ,,"6,171.9 ",,"24,185.7 ",
,,,,Total,295,,378,,"3,757.7 ",,"8,114.3 ",,"7,251.7 ",,499.6 ,,471.8 ,,"6,613.1 ",,"28,862.5 ",
MI,Muskegon Area Transit Sys,,5037-A,DR,3,,4,,0.0 ,,106.9 ,,58.7 ,,7.2 ,,4.3 ,,12.6 ,,69.3 ,
,,,,MB,13,,18,,424.1 ,,492.2 ,,424.1 ,,37.0 ,,32.9 ,,455.9 ,,"1,878.3 ",
,,,,Total,16,,22,,424.1 ,,599.1 ,,482.8 ,,44.2 ,,37.1 ,,468.5 ,,"1,947.7 ",
MI,Niles Dial-A-Ride,,5038-B,DRp,9,,9,,0.0 ,,219.2 ,,218.8 ,,18.0 ,,18.0 ,,94.3 ,,219.2 ,
MI,Saginaw Transit System,,5039-A,DR,22,,25,,0.0 ,,559.8 ,,439.7 ,,46.5 ,,42.9 ,,64.7 ,,391.8 ,
,,,,MB,33,,43,,821.1 ,,834.5 ,,806.7 ,,110.6 ,,108.4 ,,876.5 ,,"3,021.9 ",
,,,,Total,55,,68,,821.1 ,,"1,394.3 ",,"1,246.3 ",,157.1 ,,151.3 ,,941.2 ,,"3,413.7 ",
MI,Suburban Mobility Auth RT,,5031-B,DR,83,,118,,0.0 ,,"2,800.2 ",,"2,334.4 ",,210.4 ,,177.0 ,,438.5 ,,"2,835.6 ",
,,,,DRp,37,,47,,0.0 ,,"1,042.5 ",,936.9 ,,76.5 ,,67.8 ,,361.7 ,,"2,185.7 ",
,,,,MB,234,,323,,"11,778.4 ",,"15,296.0 ",,"11,670.8 ",,771.2 ,,650.6 ,,"11,584.7 ",,"90,272.5 ",
,,,,MBp,7,,9,,282.7 ,,287.4 ,,279.9 ,,21.1 ,,20.0 ,,346.2 ,,"1,005.4 ",
,,,,Total,361,,497,,"12,061.2 ",,"19,426.2 ",,"15,222.0 ",,"1,079.2 ",,915.4 ,,"12,731.1 ",,"96,299.2 ",
MI,Twin Cities Area Transp,,5132-A,DR,14,,17,,0.0 ,,280.6 ,,263.7 ,,25.0 ,,23.3 ,,116.2 ,,406.8 ,
,,,,MB,2,,3,,63.5 ,,63.5 ,,63.5 ,,3.9 ,,3.9 ,,24.4 ,,104.9 ,
,,,,Total,16,,20,,63.5 ,,344.1 ,,327.2 ,,28.9 ,,27.2 ,,140.6 ,,511.6 ,
MI,University of Michigan,,5158-B,MB,32,,55,,852.5 ,,915.1 ,,851.2 ,,98.7 ,,94.7 ,,"4,190.8 ",,"9,788.2 ",
MN,City of Moorhead-Transi,,5026-B,DRp,1,,2,,0.0 ,,19.2 ,,15.4 ,,2.2 ,,2.0 ,,3.9 ,,10.2 ,
,,,,MBp,8,,10,,292.0 ,,316.5 ,,291.3 ,,20.9 ,,20.1 ,,318.1 ,,870.2 ,
,,,,Total,9,,12,,292.0 ,,335.6 ,,306.8 ,,23.1 ,,22.1 ,,321.9 ,,880.3 ,
MN,City of Rochester,,5092-B,DRp,4,,8,,0.0 ,,151.7 ,,144.8 ,,11.0 ,,10.4 ,,42.7 ,,285.7 ,
,,,,MBp,26,,35,,774.9 ,,896.5 ,,774.9 ,,59.7 ,,52.7 ,,"1,170.6 ",,"4,394.1 ",
,,,,Total,30,,43,,774.9 ,,"1,048.2 ",,919.7 ,,70.7 ,,63.0 ,,"1,213.3 ",,"4,679.8 ",
MN,Duluth Transit Authority,,5025-B,DRp,9,,9,,0.0 ,,191.7 ,,181.0 ,,16.8 ,,15.4 ,,27.4 ,,171.3 ,
,,,,MB,63,,78,,"1,927.0 ",,"2,034.6 ",,"1,908.3 ",,147.8 ,,138.7 ,,"3,148.9 ",,"9,340.4 ",
,,,,Total,72,,87,,"1,927.0 ",,"2,226.4 ",,"2,089.3 ",,164.6 ,,154.1 ,,"3,176.3 ",,"9,511.7 ",
MN,Metro Mobility,,5155-B,DRp,243,,258,,0.0 ,,"9,359.9 ",,"7,647.4 ",,581.1 ,,514.3 ,,"1,010.5 ",,"11,489.5 ",
MN,Metro Transit,,5027-A,MB,792,,953,,"25,164.2 ",,"32,207.4 ",,"25,147.0 ",,"2,357.7 ",,"1,839.7 ",,"73,347.9 ",,"312,516.4 ",
MN,Metropolitan Council,,5154-B,DRp,160,,259,,0.0 ,,"4,142.3 ",,"3,289.7 ",,284.5 ,,238.8 ,,715.7 ,,"5,154.2 ",
,,,,MBp,159,,232,,"4,311.0 ",,"6,743.7 ",,"4,309.7 ",,369.4 ,,249.7 ,,"3,402.6 ",,"29,030.9 ",
,,,,Total,319,,491,,"4,311.0 ",,"10,886.0 ",,"7,599.4 ",,653.9 ,,488.5 ,,"4,118.3 ",,"34,185.1 ",
MN,St Cloud Metropln Transit,,5028-B,DR,11,,15,,0.0 ,,383.0 ,,354.3 ,,32.4 ,,29.8 ,,109.6 ,,534.8 ,Q
,,,,DRp,1,,14,,0.0 ,,3.7 ,,3.7 ,,0.3 ,,0.3 ,,1.1 ,,5.3 ,
,,,,MB,21,,27,,905.1 ,,924.7 ,,895.3 ,,66.0 ,,63.3 ,,"1,457.4 ",,"4,405.7 ",
,,,,Total,33,,56,,905.1 ,,"1,311.5 ",,"1,253.3 ",,98.7 ,,93.4 ,,"1,568.1 ",,"4,945.8 ",
MO,Bi-State Development,,7006-A,DR,58,,80,,0.0 ,,"4,036.1 ",,"3,488.4 ",,230.5 ,,195.9 ,,444.5 ,,"3,957.8 ",
,,,,LR,44,,60,,"2,861.2 ",,"2,875.5 ",,"2,861.2 ",,135.7 ,,110.4 ,,"14,289.0 ",,"95,560.9 ",
,,,,MB,467,,575,,"19,480.7 ",,"24,015.8 ",,"19,371.8 ",,"1,652.6 ",,"1,249.0 ",,"36,202.2 ",,"132,878.7 ",
,,,,Total,569,,715,,"22,341.9 ",,"30,927.4 ",,"25,721.3 ",,"2,018.8 ",,"1,555.3 ",,"50,935.8 ",,"232,397.4 ",
MO,Columbia Area Transit Sys,,7016-A,DR,4,,8,,0.0 ,,144.3 ,,143.0 ,,14.4 ,,13.2 ,,29.2 ,,160.5 ,
,,,,MB,9,,13,,383.3 ,,397.5 ,Q,381.8 ,Q,33.7 ,Q,31.8 ,Q,485.8 ,,"1,862.0 ",
,,,,Total,13,,21,,383.3 ,,541.8 ,Q,524.8 ,Q,48.1 ,Q,45.0 ,Q,515.0 ,,"2,022.4 ",
MO,Kansas City Area TA,,7005-B,DR,9,,33,,0.0 ,,438.8 ,,322.3 ,,32.1 ,,28.6 ,,100.3 ,,448.8 ,
,,,,DRp,79,,79,,0.0 ,,"3,159.7 ",,"1,548.3 ",,194.5 ,,82.2 ,,289.4 ,,"1,805.3 ",
,,,,MB,233,,306,,"8,867.9 ",,"10,028.3 ",,"8,863.3 ",,629.7 ,,580.1 ,,"15,127.1 ",,"55,625.5 ",
,,,,MBp,2,,2,,22.3 ,,35.0 ,,22.3 ,,2.3 ,,1.9 ,,7.5 ,,178.7 ,
,,,,VP,30,,30,,0.0 ,,429.3 ,,429.3 ,,8.2 ,,8.2 ,,62.9 ,,"2,198.2 ",
,,,,Total,353,,450,,"8,890.2 ",,"14,091.1 ",,"11,185.6 ",,866.8 ,,700.9 ,,"15,587.2 ",,"60,256.5 ",
MO,Southwest Missouri State,,7036-B,MBp,10,,16,,154.1 ,,161.8 ,,151.8 ,,20.9 ,,19.7 ,,700.3 ,,512.8 ,
MO,Springfield Utilities,,7003-A,DR,4,,5,,0.0 ,,146.7 ,,128.9 ,,9.9 ,,9.1 ,,19.8 ,,133.3 ,
,,,,MB,18,,23,,978.3 ,,980.0 ,,958.3 ,,70.5 ,,68.7 ,,"1,347.1 ",,"4,014.2 ",
,,,,Total,22,,28,,978.3 ,,"1,126.7 ",,"1,087.2 ",,80.4 ,,77.9 ,,"1,366.9 ",,"4,147.5 ",
MO,St Joseph Transit Mgmt,,7032-A,DR,10,,12,,0.0 ,,245.5 ,,232.1 ,,18.7 ,,18.2 ,,188.3 ,,378.1 ,
,,,,MB,10,,12,,395.2 ,,414.9 ,,395.2 ,,48.4 ,,45.8 ,,245.2 ,,"1,001.8 ",
,,,,Total,20,,24,,395.2 ,,660.4 ,,627.4 ,,67.1 ,,64.0 ,,433.5 ,,"1,380.0 ",
MS,City of Jackson Trans Sys,,4015-A,DR,8,,11,,0.0 ,,320.1 ,,320.1 ,,24.2 ,,24.2 ,,39.8 ,,320.1 ,
,,,,MB,27,,37,,"1,012.2 ",,"1,029.0 ",,947.0 ,,62.6 ,,59.0 ,,819.8 ,,"1,180.2 ",
,,,,Total,35,,48,,"1,012.2 ",,"1,349.1 ",,"1,267.1 ",,86.7 ,,83.2 ,,859.7 ,,"1,500.3 ",
MS,Mississippi Coast TA,,4014-A,DR,19,,20,,0.0 ,,602.5 ,,602.5 ,,35.5 ,,35.5 ,,133.1 ,,"1,268.9 ",
,,,,MB,20,,24,,986.0 ,,"1,030.4 ",,975.0 ,,79.6 ,,75.8 ,,579.2 ,,"3,532.2 ",
,,,,Total,39,,44,,986.0 ,,"1,632.9 ",,"1,577.5 ",,115.1 ,,111.4 ,,712.3 ,,"4,801.1 ",
MT,Billings Metro Transit,,8004-A,DR,11,,15,,0.0 ,,192.4 ,,152.8 ,,17.3 ,,14.5 ,,63.8 ,,380.0 ,
,,,,MB,20,,23,,603.4 ,,621.5 ,,602.8 ,,38.6 ,,37.4 ,,616.6 ,,"1,985.3 ",
,,,,Total,31,,38,,603.4 ,,813.9 ,,755.7 ,,55.9 ,,51.9 ,,680.4 ,,"2,365.3 ",
MT,Great Falls Transit Dist,,8012-B,DRp,13,,18,,0.0 ,,86.8 ,,57.9 ,,17.4 ,,11.7 ,,28.8 ,,65.2 ,
,,,,MB,14,,17,,420.8 ,,455.0 ,,420.8 ,,35.5 ,,33.6 ,,559.0 ,,973.3 ,
,,,,Total,27,,35,,420.8 ,,541.8 ,,478.7 ,,52.9 ,,45.2 ,,587.8 ,,"1,038.5 ",
MT,Missoula Urban Transport,,8009-A,DR,3,,4,,0.0 ,,76.2 ,,74.0 ,,6.7 ,,6.5 ,,14.0 ,,49.3 ,
,,,,MB,16,,21,,605.4 ,,628.4 ,,605.4 ,,40.6 ,,39.5 ,,700.1 ,,"2,786.5 ",
,,,,Total,19,,25,,605.4 ,,704.6 ,,679.5 ,,47.3 ,,46.0 ,,714.1 ,,"2,835.9 ",
NC,Asheville Transit Auth,,4005-B,DRp,6,,35,,0.0 ,,145.2 ,,145.2 ,,13.8 ,,13.8 ,,23.6 ,,145.0 ,
,,,,MB,16,,16,,626.8 ,,633.0 ,,626.7 ,,47.9 ,,46.7 ,,"1,195.7 ",,"3,622.3 ",
,,,,Total,22,,51,,626.8 ,,778.2 ,,771.9 ,,61.8 ,,60.6 ,,"1,219.3 ",,"3,767.2 ",
NC,Capital Area Transit,,4007-B,DR,7,,9,,0.0 ,,449.9 ,,410.0 ,,38.6 ,,33.6 ,,321.9 ,,"1,195.6 ",
,,,,DRp,8,,20,,0.0 ,,239.3 ,,239.3 ,,50.6 ,,50.6 ,,0.0 ,,216.0 ,
,,,,MB,46,,67,,"1,762.6 ",,"1,864.1 ",,"1,762.6 ",,141.1 ,,132.9 ,,"3,256.9 ",,"12,215.8 ",
,,,,Total,61,,96,,"1,762.6 ",,"2,553.3 ",,"2,411.9 ",,230.3 ,,217.1 ,,"3,578.7 ",,"13,627.4 ",
NC,Chapel Hill Transit,,4051-A,DR,8,,14,,0.0 ,,305.4 ,,305.4 ,,21.8 ,,21.8 ,,59.8 ,,295.4 ,
,,,,MB,50,,57,,"1,327.6 ",,"1,363.1 ",,"1,327.6 ",,98.6 ,,93.6 ,,"2,957.4 ",,"4,099.2 ",
,,,,Total,58,,71,,"1,327.6 ",,"1,668.5 ",,"1,633.1 ",,120.5 ,,115.5 ,,"3,017.2 ",,"4,394.6 ",
NC,Charlotte DOT,,4008-B,DR,53,,59,,0.0 ,,"1,555.8 ",,"1,362.4 ",,118.3 ,,105.8 ,,166.6 ,,"1,452.8 ",
,,,,DRp,2,,3,,0.0 ,,29.0 ,,19.6 ,,6.6 ,,6.1 ,,26.2 ,,52.3 ,
,,,,MB,192,,222,,"7,557.0 ",,"8,038.8 ",,"7,555.5 ",,580.1 ,,549.4 ,,"14,702.9 ",,"65,969.3 ",
,,,,MBp,14,,18,,832.2 ,,892.4 ,,832.2 ,,38.9 ,,35.7 ,,198.0 ,,"1,180.2 ",
,,,,VP,76,,81,,0.0 ,,"1,954.5 ",,"1,914.9 ",,40.6 ,,39.8 ,,366.7 ,,"17,426.6 ",
,,,,Total,337,,383,,"8,389.2 ",,"12,470.6 ",,"11,684.7 ",,784.5 ,,736.7 ,,"15,460.3 ",,"86,081.1 ",
NC,Durham Area Transit,,4087-B,DRp,35,,39,,0.0 ,,"1,097.4 ",,"1,006.2 ",,70.4 ,,65.8 ,,137.0 ,,845.4 ,
,,,,MB,33,,43,,"2,059.3 ",,"2,106.9 ",,"2,012.6 ",,153.6 ,,149.8 ,,"3,836.8 ",,"14,391.2 ",
,,,,Total,68,,82,,"2,059.3 ",,"3,204.3 ",,"3,018.8 ",,224.0 ,,215.6 ,,"3,973.7 ",,"15,236.6 ",
NC,Fayetteville Area System,,4009-A,DR,14,,16,,0.0 ,,425.1 ,Q,423.6 ,Q,19.9 ,Q,19.9 ,Q,62.1 ,Q,482.8 ,Q
,,,,MB,19,,27,,901.4 ,,922.0 ,,901.4 ,,58.8 ,,56.5 ,,"1,000.4 ",,"3,071.0 ",
,,,,Total,33,,43,,901.4 ,,"1,347.2 ",,"1,324.9 ",,78.7 ,,76.3 ,,"1,062.5 ",,"3,553.8 ",
NC,Goldsboro-Wayne TA,,4132-A,DR,5,,5,,0.0 ,,269.8 ,Q,269.8 ,,50.5 ,Q,50.5 ,,0.5 ,Q,5.8 ,Q
,,,,MB,21,,21,,5.4 ,Q,5.4 ,Q,5.4 ,Q,6.1 ,Q,6.1 ,Q,3.7 ,Q,10.4 ,Q
,,,,Total,26,,26,,5.4 ,,275.2 ,,275.2 ,,56.6 ,,56.6 ,,4.2 ,,16.2 ,
NC,Greensboro Transit Auth,,4093-B,DRp,18,,32,,0.0 ,,851.1 ,,798.8 ,,53.5 ,,44.3 ,,152.9 ,,"1,175.8 ",
,,,,MBp,23,,29,,"1,041.1 ",,"1,052.0 ",,"1,041.1 ",,92.7 ,,90.7 ,,"1,859.3 ",,"8,738.7 ",
,,,,Total,41,,61,,"1,041.1 ",,"1,903.1 ",,"1,839.9 ",,146.2 ,,135.1 ,,"2,012.2 ",,"9,914.6 ",
NC,High Point Transit,,4011-B,DR,3,,3,,0.0 ,,67.0 ,,67.0 ,,6.0 ,,6.0 ,,23.5 ,,70.5 ,
,,,,DRp,3,,4,,0.0 ,,55.2 ,,55.2 ,,9.5 ,,9.5 ,,17.9 ,,51.7 ,
,,,,MB,12,,16,,390.6 ,,392.5 ,,390.6 ,,29.7 ,,28.6 ,,769.9 ,,"2,309.8 ",
,,,,Total,18,,23,,390.6 ,,514.7 ,,512.9 ,,45.2 ,,44.1 ,,811.3 ,,"2,432.0 ",
NC,Research Triangle RPTA,,4108-A,MB,32,,40,,"1,647.8 ",,"1,903.3 ",,"1,647.8 ",,86.9 ,,72.8 ,,711.9 ,,"6,887.8 ",
,,,,VP,47,,72,,0.0 ,,987.3 ,,815.0 ,,27.8 ,,20.3 ,,279.0 ,,"10,112.8 ",
,,,,Total,79,,112,,"1,647.8 ",,"2,890.5 ",,"2,462.8 ",,114.7 ,,93.1 ,,990.9 ,,"17,000.6 ",
NC,Wilmington Transit Auth,,4006-A,DR,2,,6,,0.0 ,,25.7 ,,14.2 ,,2.3 ,,1.3 ,,3.2 ,,10.9 ,
,,,,MB,14,,18,,603.7 ,,616.2 ,,603.4 ,,46.9 ,,45.8 ,,"1,421.3 ",,"3,554.0 ",
,,,,Total,16,,24,,603.7 ,,642.0 ,,617.6 ,,49.2 ,,47.1 ,,"1,424.6 ",,"3,564.9 ",
NC,Winston-Salem Transit,,4012-A,DR,15,,19,,0.0 ,,460.0 ,,427.8 ,,34.7 ,,31.4 ,,98.0 ,,381.6 ,
,,,,MB,37,,54,,"1,547.2 ",,"1,604.0 ",,"1,547.2 ",,127.5 ,,123.6 ,,"3,067.7 ",,"6,102.3 ",
,,,,Total,52,,73,,"1,547.2 ",,"2,064.0 ",,"1,975.0 ",,162.3 ,,155.1 ,,"3,165.6 ",,"6,483.9 ",
ND,Bis-Man Transit Board,,8019-B,DRp,26,,26,,0.0 ,,681.5 ,,681.5 ,,52.4 ,,52.4 ,,187.6 ,,681.5 ,
ND,Fargo Metro Area Transit,,8003-B,DRp,6,,7,,0.0 ,,186.0 ,,172.7 ,,16.7 ,,15.8 ,,36.1 ,,166.9 ,
,,,,MBp,12,,13,,534.9 ,,550.1 ,,533.7 ,,48.1 ,,46.3 ,,446.1 ,,"1,387.5 ",
,,,,Total,18,,20,,534.9 ,,736.0 ,,706.4 ,,64.8 ,,62.1 ,,482.2 ,,"1,554.4 ",
ND,Grand Forks City Bus,,8008-B,DRp,9,,9,,0.0 ,,240.8 ,,193.7 ,,18.8 ,,14.2 ,,60.7 ,,194.6 ,
,,,,MB,10,,10,,337.4 ,,320.2 ,,300.2 ,,21.6 ,,20.8 ,,806.9 ,,"1,815.6 ",
,,,,Total,19,,19,,337.4 ,,561.0 ,,493.9 ,,40.4 ,,35.0 ,,867.5 ,,"2,010.2 ",
NE,Omaha Transit Authority,,7002-A,DR,14,,18,,0.0 ,,386.3 ,,348.5 ,,26.2 ,,23.5 ,,39.5 ,,226.7 ,
,,,,MB,114,,139,,"3,621.2 ",,"3,970.5 ",,"3,619.1 ",,287.9 ,,272.4 ,,"3,771.8 ",,"14,798.0 ",
,,,,Total,128,,157,,"3,621.2 ",,"4,356.9 ",,"3,967.7 ",,314.2 ,,295.9 ,,"3,811.3 ",,"15,024.7 ",
NE,StarTRAN,,7001-B,DR,7,,8,,0.0 ,,225.0 ,,199.4 ,,20.1 ,,16.6 ,,30.3 ,,154.2 ,
,,,,DRp,36,,36,,0.0 ,,121.5 ,,109.1 ,,5.6 ,,5.0 ,,25.3 ,,122.0 ,
,,,,MB,47,,57,,"1,400.8 ",,"1,461.0 ",,"1,400.8 ",,105.5 ,,100.7 ,,"1,550.7 ",,"7,778.4 ",
,,,,Total,90,,101,,"1,400.8 ",,"1,807.5 ",,"1,709.2 ",,131.2 ,,122.4 ,,"1,606.3 ",,"8,054.7 ",
NH,Manchester Transit Auth,,1002-A,DR,3,,5,,0.0 ,,40.8 ,,32.4 ,,4.1 ,,3.0 ,,6.9 ,,41.2 ,
,,,,MB,13,,15,,473.2 ,,491.4 ,,473.2 ,,41.1 ,,38.5 ,,379.9 ,,"1,709.0 ",
,,,,Total,16,,20,,473.2 ,,532.1 ,,505.6 ,,45.1 ,,41.5 ,,386.8 ,,"1,750.2 ",
NH,Nashua Transit System,,1087-B,DRp,8,,10,,0.0 ,,244.1 ,,231.9 ,,17.4 ,,15.8 ,,48.2 ,,425.0 ,
,,,,MBp,5,,7,,184.4 ,,181.9 ,,173.0 ,,14.8 ,,13.7 ,,254.9 ,,"1,127.6 ",
,,,,Total,13,,17,,184.4 ,,426.0 ,,404.9 ,,32.2 ,,29.5 ,,303.1 ,,"1,552.5 ",
NJ,Academy Lines,,2122-G,MB,278,,301,,"8,877.9 ",,"10,177.3 ",,"8,790.0 ",,459.8 ,,417.9 ,,"9,966.3 ",,"235,652.4 ",
NJ,Community Transit,,2160-G,MB,21,,23,,954.1 ,,"1,178.9 ",,952.1 ,,74.9 ,,67.0 ,,620.9 ,,"15,768.4 ",
NJ,Cumberland Cnty Off Aging,,2155-A,DR,23,,28,,0.0 ,,579.5 ,,579.5 ,,39.0 ,,39.0 ,,137.6 ,,579.5 ,
NJ,DeCamp Bus Lines,,2161-G,MB,66,,79,,"2,156.3 ",,"2,726.5 ",,"2,138.7 ",,173.9 ,,148.7 ,,"2,566.5 ",,"35,927.6 ",
NJ,Hudson Transit Lines,,2126-G,MB,140,,173,,"7,621.3 ",,"7,770.4 ",,"7,549.6 ",,337.8 ,,329.9 ,,"2,678.2 ",,"160,476.0 ",
NJ,Lafeyette-Greenville,,2162-G,MB,25,,28,,736.3 ,,799.7 ,,726.9 ,,142.7 ,,131.9 ,,"2,949.7 ",,"15,704.1 ",
NJ,Lakeland Bus Lines,,2163-G,MB,55,,69,,"2,671.1 ",,"3,198.3 ",,"2,665.6 ",,89.8 ,,77.3 ,,"1,788.0 ",,"44,927.1 ",
NJ,Leisure Line,,2164-G,MB,36,,36,,591.3 ,,816.3 ,,559.5 ,,24.7 ,,17.6 ,,433.5 ,,"25,143.0 ",
NJ,New Jersey Transit,,2080-B,CR,690,,810,,"44,117.3 ",,"47,385.7 ",,"43,708.5 ",,"1,439.5 ",,"1,264.2 ",,"63,970.7 ",,"1,357,374.5 ",
,,,,CRp,43,,78,,"1,332.0 ",,"1,332.0 ",,"1,332.0 ",,25.0 ,,25.0 ,,"1,640.5 ",,"60,666.5 ",
,,,,DRp,97,,97,,0.0 ,,"6,467.5 ",,"5,187.2 ",,366.1 ,,305.8 ,,380.0 ,,"2,986.5 ",
,,,,LR,16,,16,,581.7 ,,581.7 ,,581.7 ,,44.4 ,,44.4 ,,"4,674.2 ",,"10,725.5 ",
,,,,LRp,15,,29,,622.7 ,,622.7 ,,622.7 ,,64.4 ,,64.4 ,,"2,113.7 ",,"6,311.0 ",
,,,,MB,"1,704",,"2,006",,"66,243.6 ",,"82,637.2 ",,"65,973.4 ",,"5,170.0 ",,"4,446.3 ",,"144,394.2 ",,"845,495.9 ",
,,,,MBp,134,,191,,"6,000.6 ",,"6,514.5 ",,"5,980.5 ",,466.2 ,,436.5 ,,"8,555.1 ",,"38,501.0 ",
,,,,VPp,71,,71,,0.0 ,,"1,193.6 ",,"1,193.6 ",,29.8 ,,29.8 ,,210.8 ,,"9,189.4 ",
,,,,Total,"2,770",,"3,298",,"118,897.9 ",,"146,734.9 ",,"124,579.6 ",,"7,605.5 ",,"6,616.4 ",,"225,939.1 ",,"2,331,250.4 ",
NJ,New York-New Jersey (45),,2132-G,MB,51,,58,,"1,186.9 ",,"1,325.1 ",,"1,170.1 ",,155.7 ,,147.6 ,,"4,160.2 ",,"8,338.5 ",
NJ,Olympia Trails Bus,,2165-G,MB,30,,47,,"2,103.4 ",,"2,313.1 ",,"2,081.8 ",,158.9 ,,142.9 ,,903.9 ,,"16,541.9 ",
