State,Name,ID,Org Type,Mode,TOS, VOMS,Vehicles Available for Maximum Service,,Service Supplied (Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
,,,,Total,,382,465,,"5,189.8 ",,"9,976.7 ",,"8,932.7 ",,867.9 ,,768.3 ,,"11,261.0 ",,"27,906.3 ",
CA,Laguna Beach Municipal Transit (CLB),,,,,,,,,,,,,,,,,,,,,
,,9119,A,JT,DO,11,12,,0.0 ,,47.6 ,,47.6 ,,8.6 ,,8.6 ,,305.5 ,,331.7 ,Q
,,9119,A,MB,DO,5,6,,126.3 ,,128.7 ,,126.8 ,,11.7 ,,11.0 ,,103.4 ,,290.9 ,
,,,,Total,,16,18,,126.3 ,,176.3 ,,174.4 ,,20.3 ,,19.6 ,,408.8 ,,622.6 ,
CA,Livermore / Amador Valley Transit Authority (LAVTA),,,,,,,,,,,,,,,,,,,,,
,,9144,B,DR,PT,15,18,,0.0 ,,386.6 ,,357.7 ,,31.1 ,,29.9 ,,56.9 ,,399.6 ,
,,9144,B,MB,PT,44,75,,"1,680.2 ",,"1,926.6 ",,"1,680.2 ",,124.6 ,,114.9 ,,"1,944.5 ",,"9,444.1 ",Q
,,,,Total,,59,93,,"1,680.2 ",,"2,313.2 ",,"2,038.0 ",,155.6 ,,144.7 ,,"2,001.4 ",,"9,843.6 ",
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),,,,,,,,,,,,,,,,,,,,,
,,9154,B,HR,DO,70,104,,"6,200.9 ",,"6,065.7 ",,"5,876.5 ",,280.3 ,,258.7 ,,"36,272.6 ",,"173,934.8 ",
,,9154,B,LR,DO,96,121,,"8,443.3 ",,"8,231.5 ",,"8,114.2 ",,370.2 ,,350.3 ,,"37,970.3 ",,"268,981.3 ",
,,9154,B,MB,DO,"2,106","2,502",,"86,367.7 ",,"102,309.6 ",,"85,918.8 ",,"7,704.4 ",,"7,018.9 ",,"364,787.4 ",,"1,368,304.4 ",
,,9154,B,MB,PT,150,171,,"6,155.4 ",,"7,711.7 ",,"6,135.7 ",,522.7 ,,463.7 ,,"12,481.1 ",,"39,000.0 ",
,,,,Total,,"2,422","2,898",,"107,167.4 ",,"124,318.5 ",,"106,045.2 ",,"8,877.6 ",,"8,091.7 ",,"451,511.3 ",,"1,850,220.5 ",
CA,Merced County Transit (The Bus),,,,,,,,,,,,,,,,,,,,,
,,9173,B,DR,PT,15,28,,0.0 ,,539.8 ,,529.2 ,Q,34.3 ,,32.9 ,,149.7 ,,"1,071.4 ",
,,9173,B,MB,PT,21,28,,"1,014.1 ",,"1,032.4 ",,"1,014.1 ",,55.4 ,,54.1 ,,903.8 ,,"1,905.7 ",
,,,,Total,,36,56,,"1,014.1 ",,"1,572.2 ",,"1,543.3 ",,89.7 ,,87.0 ,,"1,053.5 ",,"2,977.0 ",
CA,Modesto Area Express (MAX),,,,,,,,,,,,,,,,,,,,,
,,9007,B,DR,PT,12,13,,0.0 ,,481.4 ,Q,481.4 ,,35.2 ,,35.2 ,,106.4 ,,753.5 ,
,,9007,B,MB,PT,36,49,,"1,651.9 ",,"1,735.1 ",Q,"1,651.1 ",,126.5 ,,123.5 ,,"3,610.1 ",,"11,997.1 ",
,,,,Total,,48,62,,"1,651.9 ",,"2,216.5 ",,"2,132.5 ",,161.8 ,,158.7 ,,"3,716.5 ",,"12,750.6 ",
CA,Montebello Bus Lines (MBL),,,,,,,,,,,,,,,,,,,,,
,,9041,B,DR,DO,4,5,,0.0 ,,61.2 ,,43.3 ,,5.1 ,,3.9 ,,16.1 ,,37.1 ,
,,9041,B,MB,DO,52,66,,"2,750.0 ",,"2,844.0 ",,"2,743.3 ",,254.3 ,,247.7 ,,"9,474.9 ",,"29,790.3 ",
,,9041,B,MB,PT,4,5,,59.1 ,,78.2 ,,59.1 ,,8.6 ,,6.6 ,,91.7 ,,374.3 ,
,,,,Total,,60,76,,"2,809.1 ",,"2,983.5 ",,"2,845.8 ",,268.0 ,,258.2 ,,"9,582.8 ",,"30,201.6 ",
CA,Monterey-Salinas Transit (MST),,,,,,,,,,,,,,,,,,,,,
,,9062,B,DR,PT,22,26,,0.0 ,,633.0 ,,620.6 ,,37.0 ,,36.4 ,,66.5 ,,641.2 ,
,,9062,B,MB,DO,73,78,,"2,592.8 ",,"2,960.6 ",,"2,593.7 ",,193.5 ,,180.8 ,,"4,645.6 ",,"22,113.1 ",
,,9062,B,MB,PT,15,21,,336.4 ,,462.7 ,,336.0 ,,22.7 ,,15.9 ,,92.5 ,,"1,264.4 ",
,,,,Total,,110,125,,"2,929.2 ",,"4,056.2 ",,"3,550.3 ",,253.1 ,,233.1 ,,"4,804.7 ",,"24,018.7 ",
CA,MTS Contract Services (MCS),,,,,,,,,,,,,,,,,,,,,
,,9185,B,DR,PT,107,130,,0.0 ,,"3,899.3 ",,"3,022.8 ",,235.0 ,,178.0 ,,564.9 ,,"3,649.6 ",
,,9185,B,MB,PT,207,257,,"9,684.1 ",,"11,163.5 ",,"9,679.6 ",,884.1 ,,768.3 ,,"17,883.7 ",,"66,853.3 ",
,,,,Total,,314,387,,"9,684.1 ",,"15,062.8 ",,"12,702.4 ",,"1,119.1 ",,946.3 ,,"18,448.6 ",,"70,502.8 ",
CA,Napa County Transportation Planning Agency (NCTPA),,,,,,,,,,,,,,,,,,,,,
,,9088,B,DR,PT,16,18,,0.0 ,,206.0 ,,189.5 ,,18.4 ,,17.3 ,,38.4 ,,333.9 ,
,,9088,B,MB,PT,18,22,,878.1 ,,900.1 ,,877.6 ,,61.1 ,,57.5 ,,745.3 ,,"2,630.8 ",
,,,,Total,,34,40,,878.1 ,,"1,106.1 ",,"1,067.0 ",,79.4 ,,74.8 ,,783.8 ,,"2,964.7 ",
CA,National City Transit (NCT),,,,,,,,,,,,,,,,,,,,,
,,9189,B,MB,PT,9,14,,475.5 ,,493.4 ,,475.4 ,,45.2 ,,41.8 ,,"1,633.1 ",,"4,189.1 ",
CA,North County Transit District (NCTD),,,,,,,,,,,,,,,,,,,,,
,,9030,B,CR,PT,28,35,,"1,246.2 ",,"1,284.4 ",,"1,229.6 ",,34.0 ,,29.1 ,,"1,432.5 ",,"40,139.5 ",
,,9030,B,DR,PT,30,44,,0.0 ,,"1,262.3 ",Q,"1,141.7 ",Q,78.7 ,Q,69.1 ,Q,202.1 ,,"1,363.9 ",
,,9030,B,MB,DO,149,165,,"7,406.2 ",,"7,406.2 ",,"6,826.7 ",,515.4 ,,488.5 ,,"10,104.8 ",,"53,546.6 ",
,,,,Total,,207,244,,"8,652.4 ",,"9,953.0 ",,"9,198.0 ",,628.0 ,,586.7 ,,"11,739.3 ",,"95,049.9 ",
CA,Norwalk Transit System (NTS),,,,,,,,,,,,,,,,,,,,,
,,9022,B,DR,DO,6,7,,0.0 ,,87.4 ,,71.1 ,,9.3 ,,7.8 ,,24.8 ,,75.0 ,
,,9022,B,DR,PT,3,3,,0.0 ,,11.0 ,,11.0 ,,0.6 ,,0.6 ,,3.0 ,,15.8 ,
,,9022,B,MB,DO,23,32,,"1,245.4 ",,"1,295.2 ",,"1,243.2 ",,86.4 ,,84.7 ,,"2,511.6 ",,"7,207.4 ",
,,,,Total,,32,42,,"1,245.4 ",,"1,393.6 ",,"1,325.3 ",,96.3 ,,93.1 ,,"2,539.3 ",,"7,298.2 ",
CA,Omnitrans (OMNI),,,,,,,,,,,,,,,,,,,,,
,,9029,B,DR,PT,89,101,,0.0 ,,"3,509.8 ",,"2,879.8 ",,220.8 ,,182.5 ,,545.0 ,,"5,864.0 ",
,,9029,B,MB,DO,129,157,,"7,263.4 ",,"7,936.8 ",,"7,234.7 ",,601.0 ,,573.4 ,,"13,879.1 ",,"60,572.3 ",
,,9029,B,MB,PT,17,24,,"1,346.3 ",,"1,572.0 ",,"1,347.5 ",,81.0 ,,75.7 ,,"1,159.1 ",,"10,332.2 ",
,,,,Total,,235,282,,"8,609.6 ",,"13,018.6 ",,"11,462.0 ",,902.8 ,,831.6 ,,"15,583.2 ",,"76,768.6 ",
CA,Orange County Transportation Authority (OCTA),,,,,,,,,,,,,,,,,,,,,
,,9036,B,DR,PT,280,297,,0.0 ,,"11,582.9 ",,"9,232.4 ",Q,711.6 ,,606.8 ,,"1,197.6 ",Q,"11,835.3 ",Q
,,9036,B,MB,DO,473,567,,"21,984.3 ",,"26,276.4 ",,"21,928.0 ",,"1,899.1 ",,"1,727.4 ",,"66,235.9 ",,"277,244.7 ",
,,9036,B,MB,PT,80,92,,"1,540.4 ",,"2,238.2 ",,"1,540.4 ",,140.7 ,,111.1 ,,"1,068.3 ",,"5,409.1 ",
,,,,Total,,833,956,,"23,524.8 ",,"40,097.4 ",,"32,700.8 ",,"2,751.4 ",,"2,445.3 ",,"68,501.8 ",,"294,489.1 ",
CA,Peninsula Corridor Joint Powers Board (PCJPB),,,,,,,,,,,,,,,,,,,,,
,,9134,B,CR,PT,102,153,,"5,555.1 ",,"5,603.7 ",,"5,555.1 ",,177.9 ,,175.2 ,,"8,120.9 ",,"202,708.4 ",
,,9134,B,MB,PT,39,43,,766.9 ,,"1,409.2 ",,766.9 ,,72.9 ,,53.7 ,,"1,063.7 ",,"3,771.9 ",
,,,,Total,,141,196,,"6,321.9 ",,"7,012.9 ",,"6,321.9 ",,250.8 ,,228.9 ,,"9,184.5 ",,"206,480.3 ",
CA,Placer County Department of Public Works (PCDPW),,,,,,,,,,,,,,,,,,,,,
,,9196,B,DR,PT,5,10,,0.0 ,,126.8 ,,114.1 ,,13.1 ,,12.7 ,,29.2 ,,133.2 ,
,,9196,B,MB,DO,15,29,,996.3 ,,"1,016.8 ",,936.1 ,,45.8 ,,43.8 ,,540.9 ,,"4,379.2 ",
,,9196,B,MB,PT,3,5,,212.5 ,,154.3 ,,106.4 ,,5.3 ,,4.3 ,,28.3 ,,594.4 ,
,,9196,B,VP,PT,10,11,,0.0 ,,241.6 ,,241.6 ,,5.7 ,,5.7 ,,35.8 ,,"1,362.8 ",
,,,,Total,,33,55,,"1,208.7 ",,"1,539.4 ",,"1,398.2 ",,69.9 ,,66.5 ,,634.2 ,,"6,469.5 ",
CA,Redding Area Bus Authority (RABA),,,,,,,,,,,,,,,,,,,,,
,,9093,B,DR,PT,15,18,,0.0 ,,392.6 ,,389.3 ,,26.0 ,,25.6 ,,66.7 ,,389.4 ,
,,9093,B,MB,PT,14,21,,798.6 ,,824.3 ,,798.6 ,,49.4 ,,48.2 ,,762.4 ,,"3,695.0 ",
,,,,Total,,29,39,,798.6 ,,"1,217.0 ",,"1,187.9 ",,75.3 ,,73.7 ,,829.1 ,,"4,084.5 ",
CA,Riverside Transit Agency (RTA),,,,,,,,,,,,,,,,,,,,,
,,9031,B,DR,PT,84,88,,0.0 ,,"2,914.6 ",,"2,362.9 ",,158.1 ,,133.5 ,,217.8 ,,"2,344.1 ",
,,9031,B,MB,DO,79,114,,"4,245.6 ",,"5,058.0 ",,"4,499.7 ",,339.1 ,,318.6 ,,"6,200.3 ",,"38,338.1 ",
,,9031,B,MB,PT,51,73,,"2,906.7 ",,"3,369.2 ",,"2,925.3 ",,165.6 ,,153.3 ,,939.5 ,,"8,883.9 ",
,,,,Total,,214,275,,"7,152.3 ",,"11,341.8 ",,"9,787.8 ",,662.8 ,,605.4 ,,"7,357.6 ",,"49,566.1 ",
CA,Roseville Transit,,,,,,,,,,,,,,,,,,,,,
,,9168,B,DR,PT,6,15,,0.0 ,,248.9 ,,214.3 ,,17.6 ,,15.4 ,,44.8 ,,251.6 ,
,,9168,B,MB,PT,15,34,,672.8 ,,748.6 ,,672.8 ,,46.7 ,,43.7 ,,345.4 ,,"2,521.6 ",
,,,,Total,,21,49,,672.8 ,,997.5 ,,887.1 ,,64.3 ,,59.0 ,,390.2 ,,"2,773.2 ",
CA,Sacramento Regional Transit District (Sacramento RT),,,,,,,,,,,,,,,,,,,,,
,,9019,B,DR,PT,98,118,,0.0 ,,"3,178.1 ",,"2,703.4 ",,197.2 ,,173.1 ,,289.5 ,Q,"2,447.5 ",
,,9019,B,LR,DO,56,76,,"3,433.5 ",,"3,507.8 ",,"3,429.3 ",,202.1 ,,197.3 ,,"12,008.6 ",,"60,682.4 ",
,,9019,B,MB,DO,226,275,,"8,259.4 ",,"9,806.3 ",,"8,239.0 ",,801.8 ,,749.0 ,,"18,929.4 ",,"61,747.3 ",
,,,,Total,,380,469,,"11,692.9 ",,"16,492.2 ",,"14,371.6 ",,"1,201.2 ",,"1,119.4 ",,"31,227.5 ",,"124,877.3 ",
CA,San Diego Association of Governments (SANDAG),,,,,,,,,,,,,,,,,,,,,
,,9095,B,VP,PT,423,423,,0.0 ,,"11,909.8 ",,"11,909.8 ",,254.7 ,,254.7 ,,"1,275.3 ",,"77,079.4 ",
CA,San Diego Metropolitan Transit System (MTS),,,,,,,,,,,,,,,,,,,,,
,,9026,A,MB,DO,211,288,,"10,089.7 ",,"11,532.6 ",,"10,087.4 ",,891.3 ,,829.7 ,,"24,425.1 ",,"93,746.0 ",
CA,"San Diego Trolley, Inc.",,,,,,,,,,,,,,,,,,,,,
,,9054,A,LR,DO,83,95,,"7,065.4 ",,"7,202.6 ",,"7,060.5 ",,379.1 ,,368.2 ,,"29,334.4 ",,"187,988.0 ",
CA,San Francisco Bay Area Rapid Transit District (BART),,,,,,,,,,,,,,,,,,,,,
,,9003,B,HR,DO,522,669,,"58,974.5 ",,"61,228.3 ",,"60,004.4 ",,"2,040.3 ",,"1,774.7 ",,"99,296.0 ",,"1,255,541.0 ",
CA,San Francisco Municipal Railway (MUNI),,,,,,,,,,,,,,,,,,,,,
,,9015,B,CC,DO,26,40,,477.0 ,,420.2 ,,413.9 ,,129.8 ,,128.2 ,,"6,965.6 ",,"8,101.1 ",
,,9015,B,LR,DO,127,181,,"5,770.3 ",,"5,525.0 ",,"5,525.0 ",,575.2 ,,575.2 ,,"46,803.2 ",,"121,027.9 ",
,,9015,B,MB,DO,396,474,,"13,498.8 ",,"14,910.2 ",,"12,855.2 ",,"1,585.7 ",,"1,468.1 ",,"88,208.7 ",,"190,565.3 ",
,,9015,B,TB,DO,259,362,,"7,372.5 ",,"7,344.2 ",,"7,015.5 ",,"1,064.5 ",,"1,027.4 ",,"74,940.7 ",,"109,853.9 ",
,,,,Total,,808,"1,057",,"27,118.7 ",,"28,199.6 ",,"25,809.5 ",,"3,355.0 ",,"3,198.8 ",,"216,918.4 ",,"429,548.2 ",
CA,San Francisco Paratransit (ATC),,,,,,,,,,,,,,,,,,,,,
,,9186,F,DR,PT,"1,514","1,732",,0.0 ,,"4,743.5 ",,"4,743.5 ",,424.4 ,,424.4 ,,"1,286.7 ",,"7,536.6 ",
CA,San Joaquin Regional Transit District (SJRTD),,,,,,,,,,,,,,,,,,,,,
,,9012,B,DR,DO,22,31,,0.0 ,,639.6 ,,561.5 ,,53.3 ,,48.5 ,,95.4 ,,545.2 ,
,,9012,B,DR,PT,2,2,,0.0 ,,35.6 ,,35.2 ,,2.8 ,,2.8 ,,8.6 ,,58.7 ,
,,9012,B,MB,DO,88,129,,"3,486.6 ",,"4,297.0 ",,"3,511.7 ",,254.4 ,,231.9 ,,"3,922.3 ",,"34,237.5 ",
,,,,Total,,112,162,,"3,486.6 ",,"4,972.2 ",,"4,108.4 ",,310.5 ,,283.1 ,,"4,026.3 ",,"34,841.4 ",
CA,San Mateo County Transit District (SamTrans),,,,,,,,,,,,,,,,,,,,,
,,9009,B,DR,PT,84,127,,0.0 ,,"3,096.6 ",,"2,629.5 ",,231.5 ,,208.3 ,,320.1 ,,"3,201.1 ",
,,9009,B,MB,DO,206,290,,"4,902.6 ",,"7,052.1 ",,"4,924.1 ",,579.0 ,,495.5 ,,"11,713.2 ",,"50,366.8 ",
,,9009,B,MB,PT,62,84,,"2,378.9 ",,"3,204.0 ",,"2,378.9 ",,215.5 ,,173.6 ,,"2,835.3 ",,"23,470.5 ",
,,,,Total,,352,501,,"7,281.5 ",,"13,352.7 ",,"9,932.5 ",,"1,026.0 ",,877.4 ,,"14,868.6 ",,"77,038.4 ",
CA,Santa Barbara Metropolitan Transit District (SBMTD),,,,,,,,,,,,,,,,,,,,,
,,9020,B,DR,PT,12,15,,0.0 ,,281.5 ,,239.9 ,,21.3 ,,16.0 ,,24.8 ,,136.5 ,
,,9020,B,MB,DO,75,90,,"2,209.2 ",,"2,685.0 ",,"2,320.4 ",,204.9 ,,177.3 ,,"7,169.8 ",,"26,109.6 ",
,,9020,B,MB,PT,3,7,,79.6 ,,93.2 ,,79.6 ,,2.0 ,,1.6 ,,19.4 ,,"1,081.3 ",
,,,,Total,,90,112,,"2,288.8 ",,"3,059.7 ",,"2,639.8 ",,228.1 ,,194.9 ,,"7,214.0 ",,"27,327.4 ",
CA,Santa Clara Valley Transportation Authority (VTA),,,,,,,,,,,,,,,,,,,,,
,,9013,B,DR,PT,192,226,,0.0 ,,"6,680.7 ",,"5,701.8 ",,461.4 ,,396.1 ,,912.7 ,,"7,313.9 ",
,,9013,B,LR,DO,34,100,,"2,461.4 ",,"2,634.8 ",,"2,459.6 ",,157.9 ,,147.8 ,,"6,780.4 ",,"32,289.8 ",
,,9013,B,MB,DO,344,525,,"15,416.4 ",,"18,138.6 ",,"15,314.6 ",,"1,321.9 ",,"1,194.8 ",,"30,296.7 ",,"125,952.5 ",
,,9013,B,MB,PT,22,24,,347.3 ,,493.0 ,,347.3 ,,41.5 ,,35.4 ,,487.0 ,,"1,110.7 ",
,,,,Total,,592,875,,"18,225.0 ",,"27,947.1 ",,"23,823.3 ",,"1,982.6 ",,"1,774.2 ",,"38,476.8 ",,"166,666.9 ",
CA,Santa Clarita Transit (SCT),,,,,,,,,,,,,,,,,,,,,
,,9171,B,DR,PT,12,16,,0.0 ,,481.7 ,,408.6 ,,33.7 ,,26.0 ,,80.5 ,,602.8 ,
,,9171,B,MB,PT,54,62,,"2,749.3 ",,"3,110.6 ",,"2,703.5 ",,154.7 ,,139.4 ,,"3,446.5 ",,"40,342.4 ",
,,,,Total,,66,78,,"2,749.3 ",,"3,592.3 ",,"3,112.0 ",,188.4 ,,165.4 ,,"3,527.0 ",,"40,945.2 ",
CA,Santa Cruz Metropolitan Transit District (SCMTD),,,,,,,,,,,,,,,,,,,,,
,,9006,B,DR,DO,32,32,,0.0 ,,547.9 ,,420.2 ,,39.9 ,,31.5 ,,58.3 ,,445.7 ,
,,9006,B,DR,PT,60,78,,0.0 ,,157.8 ,,129.4 ,,11.8 ,,9.5 ,,28.8 ,,121.4 ,
,,9006,B,MB,DO,89,114,,"3,278.1 ",,"3,765.5 ",,"3,281.7 ",,235.5 ,,216.0 ,,"5,523.1 ",,"31,586.5 ",
,,,,Total,,181,224,,"3,278.1 ",,"4,471.2 ",,"3,831.3 ",,287.3 ,,257.0 ,,"5,610.1 ",,"32,153.6 ",
CA,Santa Maria Area Transit (SMAT),,,,,,,,,,,,,,,,,,,,,
,,9087,B,DR,PT,6,9,,0.0 ,,132.7 ,,118.3 ,,9.9 ,,8.1 ,,25.0 ,,150.0 ,
,,9087,B,MB,PT,11,15,,480.1 ,,497.2 ,,482.8 ,,34.9 ,,34.3 ,,766.8 ,,"1,018.8 ",
,,,,Total,,17,24,,480.1 ,,629.9 ,,601.1 ,,44.8 ,,42.3 ,,791.8 ,,"1,168.8 ",
CA,Santa Monica's Big Blue Bus (Big Blue Bus),,,,,,,,,,,,,,,,,,,,,
,,9008,B,DR,PT,4,6,,0.0 ,,79.0 ,,74.4 ,,9.7 ,,9.2 ,,27.2 ,,77.9 ,
,,9008,B,MB,DO,145,204,,"4,954.1 ",,"5,562.7 ",,"4,946.9 ",,484.2 ,,450.6 ,,"20,543.3 ",,"69,347.1 ",
,,,,Total,,149,210,,"4,954.1 ",,"5,641.7 ",,"5,021.3 ",,493.9 ,,459.8 ,,"20,570.5 ",,"69,425.0 ",
CA,Simi Valley Transit (SVT),,,,,,,,,,,,,,,,,,,,,
,,9050,A,DR,DO,9,13,,0.0 ,,265.6 ,,235.6 ,,23.2 ,,20.7 ,,40.2 ,,181.0 ,
,,9050,A,MB,DO,7,13,,375.7 ,,390.0 ,,367.8 ,,24.7 ,,24.1 ,,432.7 ,,"2,619.8 ",
,,,,Total,,16,26,,375.7 ,,655.6 ,,603.3 ,,47.9 ,,44.8 ,,472.9 ,,"2,800.9 ",
CA,South Coast Area Transit (SCAT),,,,,,,,,,,,,,,,,,,,,
,,9035,B,DR,PT,22,24,,0.0 ,,630.3 ,,536.2 ,,46.4 ,,35.2 ,,88.6 ,,599.0 ,
,,9035,B,MB,DO,39,48,,"1,427.0 ",,"1,548.5 ",,"1,407.5 ",,136.6 ,,131.6 ,,"3,145.9 ",,"17,808.9 ",
,,,,Total,,61,72,,"1,427.0 ",,"2,178.9 ",,"1,943.7 ",,183.0 ,,166.8 ,,"3,234.5 ",,"18,407.9 ",
CA,Southern California Regional Rail Authority (Metrolink),,,,,,,,,,,,,,,,,,,,,
,,9151,B,CR,PT,171,188,,"9,043.2 ",,"9,314.1 ",,"9,004.6 ",,261.5 ,,224.0 ,,"10,693.3 ",,"359,938.2 ",
CA,SunLine Transit Agency (SunLine),,,,,,,,,,,,,,,,,,,,,
,,9079,A,DR,DO,23,35,,0.0 ,,808.6 ,,694.0 ,,50.2 ,,42.7 ,,88.4 ,,"1,039.5 ",
,,9079,A,MB,DO,37,46,,"2,031.2 ",,"2,022.4 ",,"1,970.9 ",,146.6 ,,144.5 ,,"3,334.5 ",,"20,279.1 ",
,,,,Total,,60,81,,"2,031.2 ",,"2,831.0 ",,"2,664.8 ",,196.8 ,,187.1 ,,"3,422.9 ",,"21,318.6 ",
CA,Thousand Oaks Transit (TOT),,,,,,,,,,,,,,,,,,,,,
,,9165,B,DR,PT,12,14,,0.0 ,,418.0 ,,386.9 ,,30.7 ,,28.5 ,,75.3 ,,361.2 ,
,,9165,B,MB,PT,6,7,,183.8 ,,200.3 ,,183.5 ,,14.5 ,,13.3 ,,140.1 ,,"1,163.0 ",
,,,,Total,,18,21,,183.8 ,,618.3 ,,570.4 ,,45.2 ,,41.8 ,,215.4 ,,"1,524.3 ",
CA,Torrance Transit System (TTS),,,,,,,,,,,,,,,,,,,,,
,,9010,B,DR,PT,36,50,,0.0 ,,599.0 ,,599.0 ,,33.9 ,,33.9 ,,116.0 ,,599.0 ,
,,9010,B,MB,DO,44,52,,"1,897.1 ",,"1,966.1 ",,"1,897.0 ",,158.1 ,,152.5 ,,"4,540.8 ",,"20,145.9 ",
,,9010,B,MB,PT,11,14,,117.8 ,,311.4 ,,117.8 ,,14.1 ,,7.1 ,,71.8 ,,772.2 ,
,,,,Total,,91,116,,"2,014.9 ",,"2,876.5 ",,"2,613.8 ",,206.1 ,,193.4 ,,"4,728.5 ",,"21,517.1 ",
CA,Ventura Intercity Service Transit Authority (VISTA),,,,,,,,,,,,,,,,,,,,,
,,9164,B,DR,PT,12,14,,0.0 ,,369.4 ,,339.2 ,,33.0 ,Q,30.3 ,,189.4 ,,704.5 ,
,,9164,B,MB,PT,20,23,,"1,318.8 ",,"1,565.0 ",,"1,311.6 ",,53.3 ,,44.8 ,,442.1 ,,"4,604.8 ",
,,,,Total,,32,37,,"1,318.8 ",,"1,934.4 ",,"1,650.8 ",,86.2 ,,75.0 ,,631.5 ,,"5,309.2 ",
CA,Victor Valley Transit Authority (VVTA),,,,,,,,,,,,,,,,,,,,,
,,9148,B,DR,PT,25,40,,0.0 ,,810.6 ,,659.1 ,,50.1 ,,37.5 ,,100.2 ,,"1,153.3 ",
,,9148,B,MB,PT,21,32,,"1,506.3 ",,"1,604.6 ",,"1,491.9 ",,78.4 ,,75.2 ,,971.0 ,,"9,776.9 ",
,,,,Total,,46,72,,"1,506.3 ",,"2,415.2 ",,"2,150.9 ",,128.5 ,,112.6 ,,"1,071.2 ",,"10,930.2 ",
CA,Western Contra Costa Transit Authority (WestCAT),,,,,,,,,,,,,,,,,,,,,
,,9159,B,DR,PT,8,12,,0.0 ,,244.0 ,,225.3 ,,17.7 ,,16.5 ,,47.3 ,,269.9 ,
,,9159,B,MB,PT,30,38,,"1,284.1 ",,"1,372.6 ",,"1,283.3 ",,87.5 ,,80.0 ,,"1,162.4 ",,"6,862.4 ",
,,,,Total,,38,50,,"1,284.1 ",,"1,616.6 ",,"1,508.6 ",,105.2 ,,96.5 ,,"1,209.7 ",,"7,132.3 ",
CA,Yolo County Transportation District (YoloBus),,,,,,,,,,,,,,,,,,,,,
,,9090,B,DR,PT,4,7,,0.0 ,,204.7 ,,155.1 ,,12.5 ,,10.5 ,,14.8 ,,113.6 ,
,,9090,B,MB,PT,29,37,,"1,519.7 ",,"1,586.2 ",,"1,519.7 ",,74.3 ,,70.6 ,,"1,230.3 ",,"14,480.8 ",
,,,,Total,,33,44,,"1,519.7 ",,"1,790.9 ",,"1,674.8 ",,86.8 ,,81.1 ,,"1,245.1 ",,"14,594.4 ",
CA,Yuba-Sutter Transit Authority (YSTA),,,,,,,,,,,,,,,,,,,,,
,,9061,B,DR,PT,10,15,,0.0 ,,290.0 ,,244.2 ,,20.6 ,,17.2 ,,57.2 ,,400.3 ,
,,9061,B,MB,PT,18,22,,723.8 ,,815.5 ,,723.8 ,,48.2 ,,44.7 ,,617.7 ,,"4,758.1 ",
,,,,Total,,28,37,,723.8 ,,"1,105.4 ",,968.0 ,,68.8 ,,61.9 ,,674.8 ,,"5,158.5 ",
CO,City of Greeley - Transit Services (The Bus),,,,,,,,,,,,,,,,,,,,,
,,8010,A,DR,DO,7,9,,0.0 ,,188.5 ,,166.5 ,,17.6 ,,15.6 ,,33.4 ,,137.5 ,
,,8010,A,MB,DO,10,15,,369.9 ,,372.5 ,,367.2 ,,29.6 ,,29.2 ,,431.8 ,,"1,626.3 ",
,,,,Total,,17,24,,369.9 ,,561.0 ,,533.7 ,,47.1 ,,44.9 ,,465.2 ,,"1,763.8 ",
CO,City of Loveland Transit (COLT),,,,,,,,,,,,,,,,,,,,,
,,8025,A,DR,DO,3,4,,0.0 ,,67.3 ,,61.6 ,,10.7 ,,9.8 ,,14.2 ,,0.0 ,W
,,8025,A,MB,DO,2,4,,110.2 ,,114.7 ,,109.8 ,,8.2 ,Q,7.3 ,Q,63.9 ,,0.0 ,W
,,,,Total,,5,8,,110.2 ,,181.9 ,,171.4 ,,18.9 ,,17.2 ,,78.1 ,,0.0 ,Q
CO,Colorado Springs Transit System,,,,,,,,,,,,,,,,,,,,,
,,8005,B,DR,PT,41,42,,0.0 ,,"1,048.1 ",,974.7 ,,64.3 ,,60.4 ,,115.4 ,,803.1 ,
,,8005,B,MB,PT,78,102,,"2,886.2 ",,"3,216.7 ",,"2,883.1 ",,188.3 ,,168.7 ,,"2,259.3 ",,"16,123.3 ",
,,,,Total,,119,144,,"2,886.2 ",,"4,264.8 ",,"3,857.8 ",,252.6 ,,229.0 ,,"2,374.7 ",,"16,926.4 ",
CO,Denver Regional Transportation District (RTD),,,,,,,,,,,,,,,,,,,,,
,,8006,B,DR,DO,11,14,,0.0 ,,91.5 ,,72.1 ,,11.3 ,,9.3 ,,86.9 ,,"1,008.1 ",
,,8006,B,DR,PT,319,279,,0.0 ,,"8,159.0 ",,"6,934.6 ",,557.7 ,,486.2 ,,801.7 ,,"7,215.3 ",
,,8006,B,LR,DO,46,60,,"3,617.1 ",,"3,944.0 ",,"3,725.2 ",,226.1 ,,214.4 ,,"10,449.6 ",,"47,134.5 ",
,,8006,B,MB,DO,516,695,,"21,714.9 ",,"27,806.3 ",,"21,918.9 ",,"1,703.5 ",,"1,395.6 ",,"51,803.0 ",,"255,799.5 ",
,,8006,B,MB,PT,412,559,,"18,247.3 ",,"20,631.7 ",,"18,146.1 ",,"1,370.5 ",,"1,243.9 ",,"22,879.8 ",,"120,654.2 ",
