State,Name,ID,Org Type,SSW,Urbanized Area,UZA Population,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles,,,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,Authority,N,"San Francisco-Oakland, CA","3,281,212",DR,PT, 189 , 206 ,, -   ,," 7,741.4 ",," 6,396.8 ",, 467.6 ,, 408.8 ,, 716.7 ,," 7,327.7 ",,,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,Authority,N,"San Francisco-Oakland, CA","3,281,212",Total,, 696 , 791 ,," 18,859.3 ",," 29,779.8 ",," 24,869.2 ",," 2,258.1 ",," 2,039.4 ",," 55,951.6 ",," 210,605.5 ",,,
CA,Altamont Corridor Express(ACE),9182,Authority,N,"Stockton, CA","370,583",CR,PT, 22 , 24 ,, 939.8 ,, 944.1 ,, 914.7 ,, 28.7 ,, 23.3 ,, 940.8 ,," 42,140.3 ",,,
CA,Altamont Corridor Express(ACE),9182,Authority,N,"Stockton, CA","370,583",Total,, 22 , 24 ,, 939.8 ,, 944.1 ,, 914.7 ,, 28.7 ,, 23.3 ,, 940.8 ,," 42,140.3 ",,,
CA,Anaheim Transportation Network(ATN),9211,Non-Profit,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",MB,PT, 49 , 74 ,," 1,276.2 ",," 1,496.9 ",," 1,309.3 ",, 243.3 ,, 224.4 ,," 8,198.8 ",," 17,368.9 ",,,
CA,Anaheim Transportation Network(ATN),9211,Non-Profit,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 49 , 74 ,," 1,276.2 ",," 1,496.9 ",," 1,309.3 ",, 243.3 ,, 224.4 ,," 8,198.8 ",," 17,368.9 ",,,
CA,Antelope Valley Transit Authority(AVTA),9121,Authority,N,"Lancaster-Palmdale, CA","341,219",CB,PT, 22 , 31 ,, 786.0 ,, 887.2 ,, 788.8 ,, 31.7 ,, 24.6 ,, 288.5 ,," 18,264.8 ",,,
CA,Antelope Valley Transit Authority(AVTA),9121,Authority,N,"Lancaster-Palmdale, CA","341,219",DT,PT, 12 ,,, -   ,, 213.3 ,, 213.3 ,, 7.3 ,, 7.3 ,, 27.0 ,, 216.4 ,,,
CA,Antelope Valley Transit Authority(AVTA),9121,Authority,N,"Lancaster-Palmdale, CA","341,219",MB,PT, 40 , 41 ,," 1,993.3 ",," 2,177.3 ",," 1,993.2 ",, 151.1 ,, 142.3 ,," 3,204.7 ",," 41,981.5 ",,,
CA,Antelope Valley Transit Authority(AVTA),9121,Authority,N,"Lancaster-Palmdale, CA","341,219",Total,, 74 , 72 ,," 2,779.3 ",," 3,277.9 ",," 2,995.4 ",, 190.2 ,, 174.2 ,," 3,520.2 ",," 60,462.7 ",,,
CA,Butte County Association of Governments(BCAG),9208,MPO,N,"Chico, CA","98,176",DR,PT, 21 , 25 ,, -   ,, 474.2 ,, 416.6 ,, 53.5 ,, 48.5 ,, 147.8 ,, 566.7 ,,,
CA,Butte County Association of Governments(BCAG),9208,MPO,N,"Chico, CA","98,176",MB,PT, 26 , 33 ,," 1,164.9 ",," 1,251.2 ",," 1,134.1 ",, 77.6 ,, 71.0 ,," 1,362.0 ",," 8,545.9 ",,,
CA,Butte County Association of Governments(BCAG),9208,MPO,N,"Chico, CA","98,176",Total,, 47 , 58 ,," 1,164.9 ",," 1,725.5 ",," 1,550.7 ",, 131.1 ,, 119.5 ,," 1,509.8 ",," 9,112.6 ",,,
CA,California Vanpool Authority(CalVans),9230,City,N,"Hanford, CA","87,941",VP,DO, 458 , 568 ,, -   ,," 9,068.3 ",," 9,068.3 ",, 258.6 ,, 258.6 ,," 1,967.7 ",," 77,344.7 ",,,
CA,California Vanpool Authority(CalVans),9230,City,N,"Hanford, CA","87,941",Total,, 458 , 568 ,, -   ,," 9,068.3 ",," 9,068.3 ",, 258.6 ,, 258.6 ,," 1,967.7 ",," 77,344.7 ",,,
CA,Camarillo Area Transit(CAT),9163,City,Y,"Camarillo, CA","71,772",MB,PT, 1 ,,, -   ,, -   ,, 29.6 ,, -   ,, 2.1 ,, 13.0 ,, -   ,,,
CA,Camarillo Area Transit(CAT),9163,City,Y,"Camarillo, CA","71,772",DR,PT, 10 ,,, -   ,, -   ,, 242.7 ,, -   ,, 18.4 ,, 80.8 ,, -   ,,,
CA,Camarillo Area Transit(CAT),9163,City,Y,"Camarillo, CA","71,772",Total,, 11 ,,, -   ,, -   ,, 272.4 ,, -   ,, 20.5 ,, 93.8 ,, -   ,,,
CA,Central Contra Costa Transit Authority(County Connection),9078,Authority,N,"Concord, CA","615,968",MB,DO, 88 , 121 ,," 2,386.9 ",," 3,126.3 ",," 2,384.6 ",, 243.0 ,, 213.6 ,," 3,296.8 ",," 15,944.1 ",,,
CA,Central Contra Costa Transit Authority(County Connection),9078,Authority,N,"Concord, CA","615,968",DR,PT, 55 , 63 ,, -   ,," 1,458.7 ",," 1,208.2 ",, 90.6 ,, 74.1 ,, 154.9 ,," 1,450.8 ",,,
CA,Central Contra Costa Transit Authority(County Connection),9078,Authority,N,"Concord, CA","615,968",Total,, 143 , 184 ,," 2,386.9 ",," 4,585.0 ",," 3,592.9 ",, 333.6 ,, 287.7 ,," 3,451.7 ",," 17,394.9 ",,,
CA,Chula Vista Transit(CVT),9193,City,N,"San Diego, CA","2,956,746",MB,PT, 34 , 38 ,," 1,035.5 ",," 1,151.4 ",," 1,036.5 ",, 106.0 ,, 100.4 ,," 3,181.3 ",," 11,667.0 ",,,
CA,Chula Vista Transit(CVT),9193,City,N,"San Diego, CA","2,956,746",Total,, 34 , 38 ,," 1,035.5 ",," 1,151.4 ",," 1,036.5 ",, 106.0 ,, 100.4 ,," 3,181.3 ",," 11,667.0 ",,,
CA,City of Arcadia Transit(Arcadia Transit),9044,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DR,PT, 16 , 18 ,, -   ,, 292.7 ,, 251.3 ,, 28.6 ,, 25.8 ,, 126.0 ,, 405.2 ,,,
CA,City of Arcadia Transit(Arcadia Transit),9044,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 16 , 18 ,, -   ,, 292.7 ,, 251.3 ,, 28.6 ,, 25.8 ,, 126.0 ,, 405.2 ,,,
CA,City of Atascadero(No Acronym),9194,City,Y,"El Paso de Robles (Paso Robles)-Atascadero, CA","65,088",MB,PT, 1 ,,, -   ,, -   ,, 67.6 ,, -   ,, 3.4 ,, 38.6 ,, -   ,,,
CA,City of Atascadero(No Acronym),9194,City,Y,"El Paso de Robles (Paso Robles)-Atascadero, CA","65,088",DR,PT, 3 ,,, -   ,, -   ,, 60.2 ,, -   ,, 4.7 ,, 16.2 ,, -   ,,,
CA,City of Atascadero(No Acronym),9194,City,Y,"El Paso de Robles (Paso Robles)-Atascadero, CA","65,088",Total,, 4 ,,, -   ,, -   ,, 127.7 ,, -   ,, 8.1 ,, 54.8 ,, -   ,,,
CA,City of Commerce Municipal Buslines(CBL),9043,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DR,DO, 4 , 5 ,, -   ,, 82.7 ,, 78.9 ,, 7.0 ,, 6.7 ,, 10.0 ,, 68.5 ,,,
CA,City of Commerce Municipal Buslines(CBL),9043,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",MB,DO, 8 , 12 ,, 293.0 ,, 297.9 ,, 290.4 ,, 23.7 ,, 23.1 ,, 673.9 ,," 2,386.4 ",,,
CA,City of Commerce Municipal Buslines(CBL),9043,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 12 , 17 ,, 293.0 ,, 380.6 ,, 369.3 ,, 30.7 ,, 29.8 ,, 683.9 ,," 2,454.9 ",,,
CA,City of Corona(CCTS),9052,City,Y,"Riverside-San Bernardino, CA","1,932,666",MB,PT, 5 ,,, -   ,, -   ,, 165.9 ,, -   ,, 14.6 ,, 163.1 ,, -   ,,,
CA,City of Corona(CCTS),9052,City,Y,"Riverside-San Bernardino, CA","1,932,666",DR,PT, 9 ,,, -   ,, -   ,, 227.2 ,, -   ,, 16.2 ,, 65.6 ,, -   ,,,
CA,City of Corona(CCTS),9052,City,Y,"Riverside-San Bernardino, CA","1,932,666",Total,, 14 ,,, -   ,, -   ,, 393.1 ,, -   ,, 30.8 ,, 228.7 ,, -   ,,,
CA,City of Delano(DART),9238,City,Y,"Delano, CA","54,372",DR,DO, 4 ,,, -   ,, -   ,, 74.8 ,, -   ,, 7.6 ,, 21.3 ,, -   ,,,
CA,City of Delano(DART),9238,City,Y,"Delano, CA","54,372",MB,DO, 4 ,,, -   ,, -   ,, 135.5 ,, -   ,, 9.9 ,, 134.5 ,, -   ,,,
CA,City of Delano(DART),9238,City,Y,"Delano, CA","54,372",Total,, 8 ,,, -   ,, -   ,, 210.3 ,, -   ,, 17.4 ,, 155.8 ,, -   ,,,
CA,City of Elk Grove(etran),9205,City,N,"Sacramento, CA","1,723,634",DR,PT, 9 , 10 ,, -   ,, 189.9 ,, 150.5 ,, 11.4 ,, 9.5 ,, 15.2 ,, 148.6 ,,,
CA,City of Elk Grove(etran),9205,City,N,"Sacramento, CA","1,723,634",MB,PT, 18 , 21 ,, 537.9 ,, 658.8 ,, 537.9 ,, 41.2 ,, 35.0 ,, 510.6 ,," 4,084.2 ",,,
CA,City of Elk Grove(etran),9205,City,N,"Sacramento, CA","1,723,634",CB,PT, 26 , 28 ,, 360.0 ,, 639.8 ,, 360.0 ,, 28.4 ,, 18.9 ,, 480.7 ,," 9,612.2 ",,,
CA,City of Elk Grove(etran),9205,City,N,"Sacramento, CA","1,723,634",Total,, 53 , 59 ,, 897.9 ,," 1,488.6 ",," 1,048.4 ",, 81.0 ,, 63.4 ,," 1,006.5 ",," 13,845.0 ",,,
CA,City of Fairfield - Fairfield and Suisun Transit(FAST),9092,City,N,"Fairfield, CA","133,683",MB,PT, 36 , 48 ,," 1,602.7 ",," 1,728.0 ",," 1,603.5 ",, 85.2 ,, 79.8 ,," 1,049.2 ",," 7,596.4 ",,,
CA,City of Fairfield - Fairfield and Suisun Transit(FAST),9092,City,N,"Fairfield, CA","133,683",DR,PT, 7 , 8 ,, -   ,, 211.3 ,, 193.7 ,, 12.9 ,, 11.8 ,, 23.2 ,, 187.7 ,,,
CA,City of Fairfield - Fairfield and Suisun Transit(FAST),9092,City,N,"Fairfield, CA","133,683",Total,, 43 , 56 ,," 1,602.7 ",," 1,939.3 ",," 1,797.3 ",, 98.0 ,, 91.6 ,," 1,072.4 ",," 7,784.1 ",,,
CA,City of Folsom(FSL),9220,City,Y,"Sacramento, CA","1,723,634",DR,DO, 8 ,,, -   ,, -   ,, 46.4 ,, -   ,, 3.8 ,, 10.9 ,, -   ,,,
CA,City of Folsom(FSL),9220,City,Y,"Sacramento, CA","1,723,634",MB,DO, 5 ,,, -   ,, -   ,, 127.2 ,, -   ,, 7.7 ,, 68.6 ,, -   ,,,
CA,City of Folsom(FSL),9220,City,Y,"Sacramento, CA","1,723,634",Total,, 13 ,,, -   ,, -   ,, 173.6 ,, -   ,, 11.5 ,, 79.5 ,, -   ,,,
CA,City of Gardena Transportation Department(GMBL),9042,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DR,DO, 6 , 8 ,, -   ,, 82.3 ,, 73.2 ,, 11.2 ,, 10.2 ,, 26.5 ,, 98.4 ,,,
CA,City of Gardena Transportation Department(GMBL),9042,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",MB,DO, 43 , 56 ,," 1,634.1 ",," 1,712.6 ",," 1,624.2 ",, 132.5 ,, 127.7 ,," 3,716.7 ",," 14,450.7 ",,,
CA,City of Gardena Transportation Department(GMBL),9042,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 49 , 64 ,," 1,634.1 ",," 1,794.9 ",," 1,697.4 ",, 143.7 ,, 137.8 ,," 3,743.2 ",," 14,549.1 ",,,
CA,City of Irvine(COI),9231,City,Y,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",MB,PT, 17 ,,, -   ,, -   ,, 216.4 ,, -   ,, 20.8 ,, 244.4 ,, -   ,,,
CA,City of Irvine(COI),9231,City,Y,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 17 ,,, -   ,, -   ,, 216.4 ,, -   ,, 20.8 ,, 244.4 ,, -   ,,,
CA,City of La Mirada Transit(LMT),9024,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DR,PT, 7 , 10 ,, -   ,, 97.1 ,, 88.4 ,, 10.2 ,, 9.0 ,, 53.6 ,, 180.6 ,,,
CA,City of La Mirada Transit(LMT),9024,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 7 , 10 ,, -   ,, 97.1 ,, 88.4 ,, 10.2 ,, 9.0 ,, 53.6 ,, 180.6 ,,,
CA,City of Lincoln(COL),9235,City,Y,"Sacramento, CA","1,723,634",DR,DO, 4 ,,, -   ,, -   ,, 32.5 ,, -   ,, 3.3 ,, 5.4 ,, -   ,,,
CA,City of Lincoln(COL),9235,City,Y,"Sacramento, CA","1,723,634",MB,DO, 4 ,,, -   ,, -   ,, 56.2 ,, -   ,, 5.3 ,, 51.1 ,, -   ,,,
CA,City of Lincoln(COL),9235,City,Y,"Sacramento, CA","1,723,634",Total,, 8 ,,, -   ,, -   ,, 88.6 ,, -   ,, 8.6 ,, 56.5 ,, -   ,,,
CA,City of Lodi - Transit Division(Grapeline),9175,City,N,"Lodi, CA","68,738",MB,PT, 9 , 10 ,, 214.6 ,, 212.9 ,, 210.2 ,, 18.2 ,, 18.0 ,, 186.7 ,, 520.1 ,,,
CA,City of Lodi - Transit Division(Grapeline),9175,City,N,"Lodi, CA","68,738",DR,PT, 10 , 16 ,, -   ,, 114.5 ,, 105.2 ,, 11.8 ,, 11.4 ,, 32.1 ,, 80.2 ,,,
CA,City of Lodi - Transit Division(Grapeline),9175,City,N,"Lodi, CA","68,738",Total,, 19 , 26 ,, 214.6 ,, 327.4 ,, 315.4 ,, 30.0 ,, 29.4 ,, 218.8 ,, 600.3 ,,,
CA,City of Lompoc - Lompoc Transit(COLT),9149,City,N,"Lompoc, CA","51,509",CB,PT, 13 , 15 ,, 225.1 ,, 251.8 ,, 225.1 ,, 7.7 ,, 5.3 ,, 130.7 ,," 6,752.8 ",,,
CA,City of Lompoc - Lompoc Transit(COLT),9149,City,N,"Lompoc, CA","51,509",MB,PT, 10 , 13 ,, 206.7 ,, 211.4 ,, 206.7 ,, 16.0 ,, 15.6 ,, 85.7 ,, 582.7 ,,,
CA,City of Lompoc - Lompoc Transit(COLT),9149,City,N,"Lompoc, CA","51,509",DR,PT, 2 , 3 ,, -   ,, 58.2 ,, 51.4 ,, 6.2 ,, 5.5 ,, 15.0 ,, 26.8 ,,,
CA,City of Lompoc - Lompoc Transit(COLT),9149,City,N,"Lompoc, CA","51,509",Total,, 25 , 31 ,, 431.8 ,, 521.4 ,, 483.3 ,, 29.9 ,, 26.4 ,, 231.4 ,," 7,362.3 ",,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DR,PT, 99 , 113 ,, -   ,," 1,358.3 ",," 1,121.0 ",, 155.8 ,, 121.9 ,, 212.5 ,," 1,040.0 ",,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",CB,PT, 83 , 97 ,," 1,747.4 ",," 3,170.4 ",," 1,745.5 ",, 139.2 ,, 80.4 ,," 2,063.7 ",," 34,389.3 ",,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",MB,PT, 169 , 209 ,," 5,020.2 ",," 5,618.0 ",," 4,992.4 ",, 599.7 ,, 562.0 ,," 24,242.6 ",," 34,949.7 ",,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DT,PT, 9 ,,, -   ,, 176.7 ,, 176.7 ,, 13.5 ,, 13.5 ,, 101.0 ,, 196.6 ,,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 360 , 419 ,," 6,767.6 ",," 10,323.3 ",," 8,035.4 ",, 908.2 ,, 777.8 ,," 26,619.8 ",," 70,575.6 ",,,
CA,City of Madera(MAX/DAR),9199,City,Y,"Madera, CA","78,413",MB,PT, 10 ,,, -   ,, -   ,, 165.4 ,, -   ,, 12.4 ,, 144.5 ,, -   ,,,
CA,City of Madera(MAX/DAR),9199,City,Y,"Madera, CA","78,413",DR,PT, 11 ,,, -   ,, -   ,, 165.3 ,, -   ,, 11.1 ,, 34.5 ,, -   ,,,
CA,City of Madera(MAX/DAR),9199,City,Y,"Madera, CA","78,413",Total,, 21 ,,, -   ,, -   ,, 330.7 ,, -   ,, 23.6 ,, 179.0 ,, -   ,,,
CA,City of Manteca,9217,City,Y,"Manteca, CA","83,578",DR,PT, 2 ,,, -   ,, -   ,, 44.4 ,, -   ,, 4.2 ,, 12.6 ,, -   ,,,
CA,City of Manteca,9217,City,Y,"Manteca, CA","83,578",MB,PT, 3 ,,, -   ,, -   ,, 130.4 ,, -   ,, 9.9 ,, 48.0 ,, -   ,,,
CA,City of Manteca,9217,City,Y,"Manteca, CA","83,578",Total,, 5 ,,, -   ,, -   ,, 174.8 ,, -   ,, 14.1 ,, 60.6 ,, -   ,,,
CA,City of Moorpark(MCT),9227,City,Y,"Thousand Oaks, CA","214,811",MB,PT, 2 ,,, -   ,, -   ,, 94.2 ,, -   ,, 5.6 ,, 61.9 ,, -   ,,,
CA,City of Moorpark(MCT),9227,City,Y,"Thousand Oaks, CA","214,811",Total,, 2 ,,, -   ,, -   ,, 94.2 ,, -   ,, 5.6 ,, 61.9 ,, -   ,,,
CA,City of Petaluma(Petaluma Transit),9213,City,N,"Petaluma, CA","64,078",DR,PT, 5 , 6 ,, -   ,, 97.5 ,, 90.1 ,, 8.9 ,, 8.3 ,, 21.8 ,, 78.0 ,,,
CA,City of Petaluma(Petaluma Transit),9213,City,N,"Petaluma, CA","64,078",MB,PT, 7 , 9 ,, 215.2 ,, 221.8 ,, 215.8 ,, 16.7 ,, 15.9 ,, 317.7 ,, 962.5 ,,,
CA,City of Petaluma(Petaluma Transit),9213,City,N,"Petaluma, CA","64,078",Total,, 12 , 15 ,, 215.2 ,, 319.3 ,, 305.8 ,, 25.6 ,, 24.2 ,, 339.5 ,," 1,040.5 ",,,
CA,City of Porterville(COLT),9198,City,Y,"Porterville, CA","70,272",MB,PT, 9 ,,, -   ,, -   ,, 396.6 ,, -   ,, 29.5 ,, 505.1 ,, -   ,,,
CA,City of Porterville(COLT),9198,City,Y,"Porterville, CA","70,272",DR,PT, 3 ,,, -   ,, -   ,, 48.4 ,, -   ,, 2.8 ,, 11.1 ,, -   ,,,
CA,City of Porterville(COLT),9198,City,Y,"Porterville, CA","70,272",Total,, 12 ,,, -   ,, -   ,, 445.0 ,, -   ,, 32.3 ,, 516.2 ,, -   ,,,
CA,City of Redondo Beach - Beach Cities Transit(BCT),9214,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DR,PT, 4 , 6 ,, -   ,, 75.2 ,, 68.8 ,, 7.2 ,, 6.8 ,, 14.2 ,, 48.2 ,,,
CA,City of Redondo Beach - Beach Cities Transit(BCT),9214,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",MB,PT, 10 , 14 ,, 405.4 ,, 434.9 ,, 405.3 ,, 35.5 ,, 33.8 ,, 387.7 ,," 1,744.5 ",,,
CA,City of Redondo Beach - Beach Cities Transit(BCT),9214,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 14 , 20 ,, 405.4 ,, 510.1 ,, 474.1 ,, 42.7 ,, 40.6 ,, 401.8 ,," 1,792.7 ",,,
CA,City of Riverside Special Transportation(City of Riverside),9086,City,N,"Riverside-San Bernardino, CA","1,932,666",DR,DO, 25 , 29 ,, -   ,, 789.3 ,, 705.7 ,, 62.5 ,, 50.4 ,, 172.7 ,," 1,773.8 ",,,
CA,City of Riverside Special Transportation(City of Riverside),9086,City,N,"Riverside-San Bernardino, CA","1,932,666",Total,, 25 , 29 ,, -   ,, 789.3 ,, 705.7 ,, 62.5 ,, 50.4 ,, 172.7 ,," 1,773.8 ",,,
CA,City of San Luis Obispo(SLO Transit),9156,City,N,"San Luis Obispo, CA","59,219",MB,PT, 10 , 16 ,, 397.0 ,, 421.3 ,, 393.8 ,, 34.4 ,, 32.6 ,," 1,109.6 ",," 3,147.0 ",,,
CA,City of San Luis Obispo(SLO Transit),9156,City,N,"San Luis Obispo, CA","59,219",Total,, 10 , 16 ,, 397.0 ,, 421.3 ,, 393.8 ,, 34.4 ,, 32.6 ,," 1,109.6 ",," 3,147.0 ",,,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,City,N,"Santa Rosa, CA","308,231",MB,DO, 25 , 37 ,," 1,008.0 ",," 1,051.7 ",," 1,010.6 ",, 88.3 ,, 85.8 ,," 2,808.6 ",," 7,751.8 ",,,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,City,N,"Santa Rosa, CA","308,231",MB,PT, 1 , 1 ,, 24.5 ,, 27.6 ,, 22.1 ,, 2.1 ,, 1.8 ,, 7.6 ,, 32.6 ,,,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,City,N,"Santa Rosa, CA","308,231",DR,PT, 13 , 13 ,, -   ,, 306.4 ,, 291.1 ,, 22.8 ,, 22.0 ,, 52.9 ,, 232.1 ,,,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,City,N,"Santa Rosa, CA","308,231",Total,, 39 , 51 ,," 1,032.5 ",," 1,385.7 ",," 1,323.8 ",, 113.3 ,, 109.7 ,," 2,869.1 ",," 8,016.5 ",,,
CA,City of Tracy(TRACER),9197,City,Y,"Tracy, CA","87,569",MB,PT, 8 ,,, -   ,, -   ,, 201.8 ,, -   ,, 15.7 ,, 113.7 ,, -   ,,,
CA,City of Tracy(TRACER),9197,City,Y,"Tracy, CA","87,569",DR,PT, 3 ,,, -   ,, -   ,, 71.3 ,, -   ,, 6.8 ,, 15.0 ,, -   ,,,
CA,City of Tracy(TRACER),9197,City,Y,"Tracy, CA","87,569",Total,, 11 ,,, -   ,, -   ,, 273.1 ,, -   ,, 22.5 ,, 128.7 ,, -   ,,,
CA,City of Tulare(TIME),9244,City,N,"Visalia, CA","219,454",MB,PT, 7 , 12 ,, 461.9 ,, 473.9 ,, 461.1 ,, 25.0 ,, 24.4 ,, 393.6 ,," 2,052.4 ",,,
CA,City of Tulare(TIME),9244,City,N,"Visalia, CA","219,454",DR,PT, 4 , 6 ,, -   ,, 80.8 ,, 72.3 ,, 6.7 ,, 6.0 ,, 19.6 ,, 58.5 ,,,
CA,City of Tulare(TIME),9244,City,N,"Visalia, CA","219,454",Total,, 11 , 18 ,, 461.9 ,, 554.7 ,, 533.4 ,, 31.7 ,, 30.4 ,, 413.2 ,," 2,110.9 ",,,
CA,City of Turlock(BLAST and DART),9201,City,N,"Turlock, CA","99,904",DR,PT, 4 , 8 ,, -   ,, 40.2 ,, 36.6 ,, 3.1 ,, 2.9 ,, 12.4 ,, 85.8 ,,,
CA,City of Turlock(BLAST and DART),9201,City,N,"Turlock, CA","99,904",MB,PT, 4 , 8 ,, 153.7 ,, 157.4 ,, 151.2 ,, 11.7 ,, 11.5 ,, 108.2 ,, 378.6 ,,,
CA,City of Turlock(BLAST and DART),9201,City,N,"Turlock, CA","99,904",Total,, 8 , 16 ,, 153.7 ,, 197.6 ,, 187.8 ,, 14.8 ,, 14.4 ,, 120.6 ,, 464.4 ,,,
CA,City of Union City Transit Division(UCT),9161,City,Y,"San Francisco-Oakland, CA","3,281,212",DR,PT, 7 ,,, -   ,, -   ,, 87.6 ,, -   ,, 11.1 ,, 20.0 ,, -   ,,,
CA,City of Union City Transit Division(UCT),9161,City,Y,"San Francisco-Oakland, CA","3,281,212",MB,PT, 20 ,,, -   ,, -   ,, 470.8 ,, -   ,, 39.6 ,, 496.1 ,, -   ,,,
CA,City of Union City Transit Division(UCT),9161,City,Y,"San Francisco-Oakland, CA","3,281,212",Total,, 27 ,,, -   ,, -   ,, 558.4 ,, -   ,, 50.7 ,, 516.0 ,, -   ,,,
CA,City of Vacaville(City Coach),9155,City,Y,"Vacaville, CA","93,141",MB,PT, 11 ,,, -   ,, -   ,, 522.7 ,, -   ,, 37.1 ,, 508.2 ,, -   ,,,
CA,City of Vacaville(City Coach),9155,City,Y,"Vacaville, CA","93,141",DR,PT, 3 ,,, -   ,, -   ,, 54.1 ,, -   ,, 5.4 ,, 13.0 ,, -   ,,,
CA,City of Vacaville(City Coach),9155,City,Y,"Vacaville, CA","93,141",Total,, 14 ,,, -   ,, -   ,, 576.8 ,, -   ,, 42.5 ,, 521.2 ,, -   ,,,
CA,City of Visalia - Visalia City Coach(Visalia Transit),9091,City,N,"Visalia, CA","219,454",MB,PT, 33 , 36 ,," 1,611.0 ",," 1,650.9 ",," 1,600.7 ",, 117.1 ,, 113.8 ,," 1,815.7 ",," 8,311.6 ",,,
CA,City of Visalia - Visalia City Coach(Visalia Transit),9091,City,N,"Visalia, CA","219,454",DR,PT, 8 , 11 ,, -   ,, 173.1 ,, 154.9 ,, 12.5 ,, 11.4 ,, 37.6 ,, 271.5 ,,,
CA,City of Visalia - Visalia City Coach(Visalia Transit),9091,City,N,"Visalia, CA","219,454",Total,, 41 , 47 ,," 1,611.0 ",," 1,823.9 ",," 1,755.6 ",, 129.7 ,, 125.2 ,," 1,853.3 ",," 8,583.0 ",,,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",MB,DO, 43 , 52 ,," 1,588.9 ",," 1,731.7 ",," 1,585.1 ",, 156.6 ,, 148.2 ,," 5,550.0 ",," 18,860.3 ",,,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DR,DO, 2 , 3 ,, -   ,, 26.5 ,, 22.4 ,, 3.2 ,, 2.5 ,, 11.2 ,, 25.6 ,,,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",DT,PT, 3 ,,, -   ,, 6.0 ,, 6.0 ,, 0.4 ,, 0.4 ,, 2.9 ,, 7.4 ,,,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,City,N,"Los Angeles-Long Beach-Anaheim, CA","12,150,996",Total,, 48 , 55 ,," 1,588.9 ",," 1,764.2 ",," 1,613.5 ",, 160.1 ,, 151.1 ,," 5,564.2 ",," 18,893.3 ",,,
CA,Davis Community Transit(DCT),9167,City,Y,"Davis, CA","72,794",DR,DO, 4 ,,, -   ,, -   ,, 70.5 ,, -   ,, 5.1 ,, 16.4 ,, -   ,,,
CA,Davis Community Transit(DCT),9167,City,Y,"Davis, CA","72,794",Total,, 4 ,,, -   ,, -   ,, 70.5 ,, -   ,, 5.1 ,, 16.4 ,, -   ,,,
CA,El Dorado County Transit Authority(EDCTA),9229,Authority,Y,"Sacramento, CA","1,723,634",MB,DO, 6 ,,, -   ,, -   ,, 284.1 ,, -   ,, 16.3 ,, 209.6 ,, -   ,,,
