State,Name,ID,,Mode,,, Vehicles Available for Maximum Service,Annual Scheduled Vehicle Revenue Miles,Annual Vehicle Miles, Annual Vehicle Revenue Miles,Annual Vehicle Hours,Annual Vehicle Revenue Hours,Unlinked Passenger Trips,Passenger Miles
MD,Washington County Transportation Department (County Commuter),,,,,,,,,,,,,
,,3042,A,MB,DO,9,16,436.4 ,442.9 ,436.4 ,32.0 ,29.8 ,298.1 ,986.7 
ME,Casco Bay Island Transit District (CBITD),,,,,,,,,,,,,
,,1088,A,FB,DO,4,5,69.4 ,71.9 ,71.8 ,15.1 ,15.1 ,893.3 ,"2,948.0 "
ME,City of Bangor - BAT Community Connector,,,,,,,,,,,,,
,,1096,B,DR,PT,1,1,0.0 ,2.5 ,2.5 ,0.1 ,0.1 ,0.6 ,2.5 
,,1096,B,MB,DO,10,10,463.7 ,474.0 ,462.0 ,29.3 ,28.4 ,552.0 ,"2,208.1 "
,,,Total,,,11,11,463.7 ,476.5 ,464.5 ,29.4 ,28.5 ,552.6 ,"2,210.5 "
ME,Greater Portland Transit District (Metro),,,,,,,,,,,,,
,,1016,A,MB,DO,24,27,826.4 ,830.1 ,826.4 ,69.4 ,67.8 ,"1,317.2 ","4,425.0 "
ME,"The Regional Transportation Program, Inc.",,,,,,,,,,,,,
,,1069,D,DR,DO,33,33,0.0 ,856.0 ,580.9 ,66.6 ,39.7 ,186.5 ,"2,345.3 "
ME,"Western Maine Transportation Services, Inc. (WMTS)",,,,,,,,,,,,,
,,1098,E,DR,DO,20,27,0.0 ,502.6 ,458.2 ,40.6 ,37.4 ,151.2 ,819.0 
,,1098,E,MB,DO,6,10,167.0 ,162.6 ,150.1 ,12.3 ,11.7 ,130.6 ,274.2 
,,,Total,,,26,37,167.0 ,665.2 ,608.4 ,52.9 ,49.1 ,281.8 ,"1,093.2 "
MI,Ann Arbor Transportation Authority (AATA),,,,,,,,,,,,,
,,5040,B,DR,DO,5,8,0.0 ,118.5 ,108.0 ,13.9 ,13.4 ,19.2 ,98.8 
,,5040,B,DR,PT,37,45,0.0 ,"1,315.0 ","1,272.5 ",91.0 ,87.7 ,215.1 ,632.5 
,,5040,B,MB,DO,56,66,"2,430.2 ","2,582.1 ","2,429.4 ",185.0 ,177.5 ,"4,054.5 ","13,136.6 "
,,,Total,,,98,119,"2,430.2 ","4,015.5 ","3,809.8 ",290.0 ,278.7 ,"4,288.9 ","13,867.9 "
MI,Battle Creek Transit (BCT),,,,,,,,,,,,,
,,5030,A,DR,DO,9,12,0.0 ,269.2 ,202.0 ,19.9 ,15.0 ,34.8 ,120.2 
,,5030,A,MB,DO,10,16,462.3 ,467.0 ,452.9 ,31.4 ,30.0 ,503.7 ,"2,266.6 "
,,,Total,,,19,28,462.3 ,736.2 ,654.9 ,51.3 ,45.0 ,538.5 ,"2,386.8 "
MI,Bay Metropolitan Transit Authority (Bay Metro),,,,,,,,,,,,,
,,5029,A,DR,DO,25,25,0.0 ,787.1 ,778.9 ,46.2 ,45.6 ,140.1 ,884.2 
,,5029,A,MB,DO,35,35,792.6 ,800.6 ,791.8 ,52.4 ,51.9 ,486.3 ,"1,590.0 "
,,,Total,,,60,60,792.6 ,"1,587.7 ","1,570.6 ",98.6 ,97.5 ,626.4 ,"2,474.2 "
MI,Blue Water Area Transportation Commission (Blue Water Area Transit),,,,,,,,,,,,,
,,5148,A,DR,DO,24,26,0.0 ,648.5 ,635.0 ,39.3 ,37.7 ,196.0 ,549.6 
,,5148,A,DR,PT,61,78,0.0 ,575.3 ,575.3 ,43.7 ,43.7 ,191.5 ,497.9 
,,5148,A,MB,DO,12,15,364.7 ,374.7 ,370.1 ,28.3 ,27.7 ,386.5 ,"1,489.1 "
,,,Total,,,97,119,364.7 ,"1,598.5 ","1,580.4 ",111.3 ,109.1 ,774.0 ,"2,536.6 "
MI,Capital Area Transportation Authority (CATA),,,,,,,,,,,,,
,,5036,B,DR,DO,23,29,0.0 ,548.5 ,433.5 ,50.4 ,39.4 ,81.7 ,530.2 
,,5036,B,DR,PT,53,63,0.0 ,"2,072.3 ","1,778.4 ",129.8 ,112.4 ,346.0 ,"2,644.7 "
,,5036,B,MB,DO,85,107,"2,883.4 ","3,200.7 ","2,903.2 ",237.7 ,215.6 ,"8,278.7 ","23,980.4 "
,,,Total,,,161,199,"2,883.4 ","5,821.4 ","5,115.2 ",417.9 ,367.4 ,"8,706.4 ","27,155.4 "
MI,City of Detroit Department of Transportation (DDOT),,,,,,,,,,,,,
,,5119,B,DR,PT,37,43,0.0 ,"1,999.8 ",912.1 ,134.4 ,57.7 ,192.8 ,"1,831.9 "
,,5119,B,LR,DO,1,4,7.8 ,9.9 ,7.8 ,2.9 ,1.7 ,27.2 ,21.7 
,,5119,B,MB,DO,418,508,"20,203.7 ","20,847.6 ","18,336.1 ","1,670.0 ","1,607.7 ","37,812.3 ","185,950.3 "
,,,Total,,,456,555,"20,211.5 ","22,857.3 ","19,256.0 ","1,807.3 ","1,667.1 ","38,032.2 ","187,803.9 "
MI,City of Holland Macatawa Area Express,,,,,,,,,,,,,
,,5147,B,DR,PT,11,14,0.0 ,340.4 ,300.0 ,24.1 ,21.4 ,97.4 ,300.0 
,,5147,B,MB,PT,6,6,261.7 ,287.7 ,261.7 ,20.2 ,19.6 ,71.7 ,394.6 
,,,Total,,,17,20,261.7 ,628.1 ,561.7 ,44.3 ,41.0 ,169.1 ,694.6 
MI,City of Jackson Transportation Authority (JTA),,,,,,,,,,,,,
,,5034,A,DR,DO,43,60,0.0 ,"1,162.5 ",962.5 ,67.2 ,52.7 ,169.1 ,"1,105.8 "
,,5034,A,MB,DO,8,11,383.3 ,382.1 ,366.0 ,28.2 ,26.2 ,516.8 ,"1,369.4 "
,,,Total,,,51,71,383.3 ,"1,544.6 ","1,328.5 ",95.4 ,78.9 ,685.9 ,"2,475.2 "
MI,Clinton Area Transit System,,,,,,,,,,,,,
,,5168,A,DR,DO,12,14,0.0 ,334.0 ,334.0 ,15.6 ,15.6 ,43.7 ,0.0 
MI,Detroit Transportation Corporation (Detroit People Mover),,,,,,,,,,,,,
,,5141,A,AG,DO,4,8,180.8 ,170.8 ,170.8 ,23.8 ,23.8 ,"1,267.9 ","1,801.7 "
MI,Interurban Transit Partnership (The Rapid),,,,,,,,,,,,,
,,5033,B,DR,PT,93,120,0.0 ,"2,908.6 ","2,363.2 ",196.5 ,157.5 ,397.9 ,"3,986.8 "
,,5033,B,MB,DO,81,88,"3,379.2 ","3,566.8 ","3,379.2 ",263.0 ,251.0 ,"5,427.9 ","20,951.9 "
,,,Total,,,174,208,"3,379.2 ","6,475.5 ","5,742.4 ",459.5 ,408.5 ,"5,825.8 ","24,938.7 "
MI,Kalamazoo Metro Transit System (Metro Transit),,,,,,,,,,,,,
,,5035,B,DR,DO,1,1,0.0 ,4.5 ,1.1 ,0.4 ,0.1 ,0.8 ,1.1 
,,5035,B,DR,PT,17,17,0.0 ,317.0 ,119.4 ,29.6 ,25.0 ,25.5 ,133.6 
,,5035,B,MB,DO,36,45,"1,651.0 ","1,671.2 ","1,649.7 ",126.4 ,125.0 ,"2,938.8 ","8,394.5 "
,,,Total,,,54,63,"1,651.0 ","1,992.7 ","1,770.2 ",156.4 ,150.1 ,"2,965.1 ","8,529.1 "
MI,Mass Transportation Authority (MTA),,,,,,,,,,,,,
,,5032,A,DR,DO,150,163,0.0 ,"4,188.4 ","3,725.2 ",236.2 ,211.2 ,467.2 ,"5,125.1 "
,,5032,A,MB,DO,85,218,"2,567.1 ","2,555.7 ","2,380.2 ",140.3 ,134.8 ,"2,913.9 ","10,261.1 "
,,,Total,,,235,381,"2,567.1 ","6,744.1 ","6,105.4 ",376.5 ,345.9 ,"3,381.1 ","15,386.2 "
MI,Muskegon Area Transit System (MATS - The Shore Line),,,,,,,,,,,,,
,,5037,A,DR,DO,3,7,0.0 ,129.0 ,113.5 ,9.0 ,8.4 ,12.6 ,93.5 
,,5037,A,MB,DO,13,17,445.1 ,471.2 ,443.4 ,35.4 ,33.8 ,395.2 ,"1,845.7 "
,,,Total,,,16,24,445.1 ,600.2 ,556.8 ,44.4 ,42.2 ,407.8 ,"1,939.3 "
MI,Niles Dial-A-Ride,,,,,,,,,,,,,
,,5038,B,DR,PT,9,9,0.0 ,219.3 ,219.3 ,17.9 ,17.8 ,101.2 ,220.9 
MI,Saginaw Transit Authority Regional Service (STARS),,,,,,,,,,,,,
,,5039,A,DR,DO,18,18,0.0 ,673.7 ,534.9 ,78.7 ,62.3 ,66.2 ,374.5 
,,5039,A,MB,DO,29,49,847.6 ,864.6 ,859.0 ,70.1 ,69.5 ,834.2 ,"2,452.6 "
,,,Total,,,47,67,847.6 ,"1,538.3 ","1,393.8 ",148.8 ,131.7 ,900.4 ,"2,827.1 "
MI,Suburban Mobility Authority for Regional Transportation (SMART),,,,,,,,,,,,,
,,5031,B,DR,DO,85,109,0.0 ,"2,840.1 ","2,372.8 ",184.4 ,174.2 ,382.2 ,"2,857.3 "
,,5031,B,DR,PT,37,47,0.0 ,"1,086.9 ",982.9 ,79.8 ,70.5 ,408.6 ,"2,009.6 "
,,5031,B,MB,DO,220,287,"11,388.4 ","14,862.4 ","11,373.8 ",805.7 ,672.5 ,"8,235.5 ","64,319.8 "
,,5031,B,MB,PT,7,9,280.0 ,284.1 ,277.2 ,20.9 ,19.9 ,178.7 ,464.6 
,,,Total,,,349,452,"11,668.4 ","19,073.5 ","15,006.8 ","1,090.9 ",937.1 ,"9,205.0 ","69,651.3 "
MI,Twin Cities Area Transportation Authority (TCATA),,,,,,,,,,,,,
,,5132,A,DR,DO,14,18,0.0 ,329.9 ,306.9 ,28.6 ,26.7 ,139.2 ,502.6 
,,5132,A,MB,DO,2,3,53.8 ,53.8 ,53.8 ,3.9 ,3.9 ,23.5 ,77.6 
,,,Total,,,16,21,53.8 ,383.8 ,360.7 ,32.5 ,30.6 ,162.8 ,580.2 
MI,University of Michigan Parking and Transportation Services (UMTS),,,,,,,,,,,,,
,,5158,B,MB,DO,31,52,886.2 ,984.4 ,877.4 ,100.4 ,92.1 ,"4,414.4 ","10,712.9 "
MN,City of Moorhead Transit,,,,,,,,,,,,,
,,5026,B,DR,PT,1,2,0.0 ,4.6 ,3.6 ,0.7 ,0.7 ,0.9 ,2.4 
,,5026,B,MB,PT,8,11,290.3 ,314.7 ,289.3 ,21.0 ,20.2 ,298.4 ,771.4 
,,,Total,,,9,13,290.3 ,319.4 ,292.9 ,21.7 ,20.8 ,299.3 ,773.8 
MN,City of Rochester Public Transportation,,,,,,,,,,,,,
,,5092,B,DR,PT,5,5,0.0 ,164.7 ,159.7 ,12.3 ,11.8 ,48.3 ,298.6 
,,5092,B,MB,PT,27,39,798.3 ,877.7 ,798.3 ,56.5 ,51.3 ,"1,231.9 ","4,883.9 "
,,,Total,,,32,44,798.3 ,"1,042.4 ",958.1 ,68.8 ,63.1 ,"1,280.2 ","5,182.5 "
MN,Duluth Transit Authority (DTA),,,,,,,,,,,,,
,,5025,B,DR,PT,8,10,0.0 ,201.1 ,194.4 ,17.3 ,16.2 ,27.0 ,170.7 
,,5025,B,MB,DO,57,74,"1,797.7 ","1,925.6 ","1,810.1 ",151.7 ,142.3 ,"2,772.0 ","8,232.8 "
,,,Total,,,65,84,"1,797.7 ","2,126.7 ","2,004.5 ",169.1 ,158.5 ,"2,799.0 ","8,403.6 "
MN,Metro Mobility,,,,,,,,,,,,,
,,5155,B,DR,PT,229,249,0.0 ,"10,548.6 ","8,977.4 ",654.1 ,552.2 ,"1,125.9 ","11,392.0 "
MN,Metro Transit,,,,,,,,,,,,,
,,5027,B,MB,DO,774,939,"24,212.8 ","30,969.4 ","24,748.3 ","2,240.9 ","1,975.5 ","67,235.8 ","284,715.5 "
MN,Metropolitan Council,,,,,,,,,,,,,
,,5154,E,DR,PT,169,262,0.0 ,"3,861.2 ","3,175.0 ",281.2 ,234.5 ,787.6 ,"4,715.6 "
,,5154,E,MB,PT,213,320,"5,169.4 ","7,533.7 ","5,173.3 ",428.1 ,302.5 ,"4,091.2 ","30,297.3 "
,,5154,E,VP,PT,47,47,0.0 ,691.7 ,691.7 ,16.2 ,16.2 ,103.1 ,0.0 
,,,Total,,,429,629,"5,169.4 ","12,086.6 ","9,040.1 ",725.5 ,553.1 ,"4,981.9 ","35,012.9 "
MN,St. Cloud Metropolitan Transit Commission (Metro Bus),,,,,,,,,,,,,
,,5028,A,DR,DO,13,16,0.0 ,441.2 ,405.9 ,36.6 ,33.9 ,125.3 ,187.2 
,,5028,A,MB,DO,22,27,952.6 ,"1,004.2 ",960.7 ,71.5 ,66.9 ,"1,533.9 ","4,921.3 "
,,,Total,,,35,43,952.6 ,"1,445.4 ","1,366.7 ",108.1 ,100.8 ,"1,659.2 ","5,108.5 "
MO,Bi-State Development Agency (METRO),,,,,,,,,,,,,
,,7006,A,DR,DO,78,101,0.0 ,"5,303.6 ","4,485.5 ",326.2 ,270.0 ,575.3 ,"5,166.4 "
,,7006,A,LR,DO,44,65,"5,231.1 ","5,258.5 ","5,229.0 ",209.3 ,179.5 ,"14,844.0 ","124,972.6 "
,,7006,A,MB,DO,358,473,"17,007.6 ","20,162.2 ","16,932.5 ","1,415.8 ","1,074.2 ","30,601.5 ","122,165.7 "
,,,Total,,,480,639,"22,238.7 ","30,724.3 ","26,647.0 ","1,951.3 ","1,523.7 ","46,020.8 ","252,304.7 "
MO,City Utilities of Springfield Transit Services (The Bus),,,,,,,,,,,,,
,,7003,A,DR,DO,4,5,0.0 ,139.0 ,122.3 ,9.9 ,9.0 ,18.3 ,115.8 
,,7003,A,MB,DO,20,26,"1,086.5 ","1,085.8 ","1,062.2 ",75.4 ,73.1 ,"1,377.1 ","5,373.5 "
,,,Total,,,24,31,"1,086.5 ","1,224.8 ","1,184.5 ",85.3 ,82.1 ,"1,395.4 ","5,489.4 "
MO,Columbia Transit (CT),,,,,,,,,,,,,
,,7016,A,DR,DO,4,9,0.0 ,160.8 ,156.3 ,14.0 ,13.4 ,24.9 ,135.9 
,,7016,A,MB,DO,9,16,421.1 ,437.3 ,420.5 ,33.7 ,31.8 ,471.8 ,"2,217.7 "
,,,Total,,,13,25,421.1 ,598.0 ,576.9 ,47.7 ,45.2 ,496.7 ,"2,353.5 "
MO,Kansas City Area Transportation Authority (KCATA),,,,,,,,,,,,,
,,7005,B,DR,DO,9,24,0.0 ,601.3 ,481.7 ,38.7 ,32.8 ,123.6 ,726.4 
,,7005,B,DR,PT,82,82,0.0 ,"3,031.0 ","1,424.9 ",184.9 ,66.7 ,243.4 ,"1,594.1 "
,,7005,B,MB,DO,264,264,"7,778.9 ","8,805.4 ","7,760.3 ",551.4 ,504.4 ,"13,117.0 ","49,008.7 "
,,7005,B,VP,DO,30,37,0.0 ,490.0 ,490.0 ,10.9 ,10.9 ,67.2 ,"2,325.5 "
,,,Total,,,385,407,"7,778.9 ","12,927.7 ","10,157.0 ",785.8 ,614.8 ,"13,551.2 ","53,654.6 "
MO,Southwest Missouri State University (SMSU),,,,,,,,,,,,,
,,7036,B,MB,PT,10,16,156.5 ,166.7 ,156.5 ,21.5 ,20.3 ,750.8 ,549.9 
MO,St. Joseph Transit (The Ride),,,,,,,,,,,,,
,,7032,A,MB,DO,18,21,764.7 ,783.8 ,771.8 ,70.7 ,70.1 ,325.6 ,"1,387.6 "
MS,City of Jackson Transit System (JATRAN),,,,,,,,,,,,,
,,4015,A,DR,DO,8,11,0.0 ,322.3 ,322.3 ,23.7 ,23.7 ,37.8 ,322.3 
,,4015,A,MB,DO,27,37,"1,106.2 ","1,124.6 ","1,042.4 ",62.9 ,59.3 ,782.6 ,"1,274.1 "
,,,Total,,,35,48,"1,106.2 ","1,446.9 ","1,364.7 ",86.7 ,83.1 ,820.4 ,"1,596.4 "
MS,Coast Transit Authority (CTA),,,,,,,,,,,,,
,,4014,A,DR,DO,16,19,0.0 ,453.5 ,453.5 ,28.3 ,28.3 ,92.8 ,982.9 
,,4014,A,MB,DO,19,23,840.3 ,885.3 ,829.0 ,72.9 ,66.6 ,543.9 ,"2,738.0 "
,,,Total,,,35,42,840.3 ,"1,338.8 ","1,282.6 ",101.2 ,94.9 ,636.7 ,"3,720.9 "
MT,Billings Metropolitan Transit,,,,,,,,,,,,,
,,8004,A,DR,DO,11,15,0.0 ,199.9 ,161.2 ,17.7 ,14.7 ,63.7 ,404.5 
,,8004,A,MB,DO,20,23,628.9 ,647.8 ,628.4 ,40.0 ,38.7 ,650.6 ,"2,115.0 "
,,,Total,,,31,38,628.9 ,847.7 ,789.5 ,57.7 ,53.4 ,714.3 ,"2,519.5 "
MT,Great Falls Transit District (GFTD),,,,,,,,,,,,,
,,8012,B,DR,PT,13,20,0.0 ,112.8 ,74.9 ,22.6 ,14.9 ,29.1 ,66.1 
,,8012,B,MB,DO,14,17,420.4 ,449.4 ,420.4 ,35.5 ,33.2 ,499.0 ,878.2 
,,,Total,,,27,37,420.4 ,562.2 ,495.2 ,58.1 ,48.1 ,528.1 ,944.3 
MT,Missoula Urban Transportation District (Mountain Line),,,,,,,,,,,,,
,,8009,A,DR,DO,3,4,0.0 ,75.4 ,73.3 ,7.0 ,6.7 ,15.5 ,54.7 
,,8009,A,MB,DO,16,21,600.3 ,617.8 ,600.4 ,39.9 ,39.1 ,663.9 ,"2,635.8 "
,,,Total,,,19,25,600.3 ,693.2 ,673.7 ,46.9 ,45.8 ,679.5 ,"2,690.5 "
NC,Asheville Transit System,,,,,,,,,,,,,
,,4005,B,DR,PT,6,36,0.0 ,147.1 ,147.1 ,11.4 ,11.4 ,21.1 ,129.2 
,,4005,B,MB,DO,18,19,798.9 ,806.6 ,798.8 ,58.0 ,56.7 ,998.3 ,"2,340.6 "
,,,Total,,,24,55,798.9 ,953.7 ,945.9 ,69.4 ,68.1 ,"1,019.3 ","2,469.8 "
NC,Capital Area Transit,,,,,,,,,,,,,
,,4007,A,DR,DO,7,18,0.0 ,254.0 ,235.8 ,17.2 ,14.9 ,130.1 ,522.1 
,,4007,A,MB,DO,46,79,"1,942.8 ","2,060.5 ","1,934.4 ",158.0 ,147.8 ,"3,098.3 ","9,928.8 "
,,,Total,,,53,97,"1,942.8 ","2,314.5 ","2,170.2 ",175.2 ,162.7 ,"3,228.5 ","10,450.9 "
NC,Chapel Hill Transit,,,,,,,,,,,,,
,,4051,A,DR,DO,11,14,0.0 ,329.0 ,312.5 ,27.4 ,26.5 ,72.6 ,351.9 
,,4051,A,MB,DO,70,83,"1,797.6 ","1,883.2 ","1,798.7 ",139.5 ,131.2 ,"4,833.8 ","11,150.4 "
,,,Total,,,81,97,"1,797.6 ","2,212.1 ","2,111.2 ",166.9 ,157.7 ,"4,906.4 ","11,502.3 "
NC,Charlotte Area Transit System (CATS),,,,,,,,,,,,,
,,4008,B,DR,DO,59,76,0.0 ,"2,060.7 ","1,801.8 ",137.5 ,122.4 ,197.5 ,"1,711.9 "
,,4008,B,MB,DO,222,297,"8,769.2 ","9,552.6 ","8,768.0 ",728.3 ,679.7 ,"18,259.6 ","83,324.4 "
,,4008,B,MB,PT,9,12,733.0 ,823.7 ,733.0 ,43.2 ,39.7 ,130.2 ,572.3 
,,4008,B,VP,DO,77,94,0.0 ,"1,879.6 ","1,841.7 ",38.4 ,37.7 ,301.2 ,"14,436.2 "
,,,Total,,,367,479,"9,502.3 ","14,316.7 ","13,144.5 ",947.4 ,879.5 ,"18,888.6 ","100,044.8 "
NC,Durham Area Transit Authority (DATA),,,,,,,,,,,,,
,,4087,B,DR,PT,35,39,0.0 ,619.7 ,587.8 ,38.5 ,36.6 ,72.9 ,442.6 
,,4087,B,MB,PT,35,43,"2,249.1 ","2,327.5 ","2,196.3 ",168.1 ,159.0 ,"4,050.2 ","12,152.9 "
,,,Total,,,70,82,"2,249.1 ","2,947.2 ","2,784.1 ",206.6 ,195.6 ,"4,123.1 ","12,595.5 "
NC,Fayetteville Area System of Transit (FAST),,,,,,,,,,,,,
,,4009,A,DR,DO,16,16,0.0 ,621.6 ,621.6 ,20.3 ,20.3 ,52.5 ,492.4 
,,4009,A,MB,DO,16,16,785.2 ,786.9 ,785.2 ,60.8 ,59.3 ,"1,261.1 ","3,689.4 "
,,,Total,,,32,32,785.2 ,"1,408.5 ","1,406.8 ",81.1 ,79.7 ,"1,313.6 ","4,181.8 "
NC,Greensboro Transit Authority (GTA),,,,,,,,,,,,,
,,4093,B,DR,PT,23,30,0.0 ,858.0 ,790.3 ,50.3 ,46.0 ,131.7 ,"1,225.3 "
,,4093,B,MB,PT,23,32,"1,303.4 ","1,314.1 ","1,303.4 ",104.7 ,102.7 ,"1,999.3 ","6,177.7 "
,,,Total,,,46,62,"1,303.4 ","2,172.1 ","2,093.8 ",155.0 ,148.7 ,"2,131.0 ","7,403.0 "
NC,High Point Transit (Hi tran),,,,,,,,,,,,,
,,4011,B,DR,DO,3,3,0.0 ,60.3 ,60.3 ,5.4 ,5.4 ,22.0 ,68.2 
,,4011,B,DR,PT,3,4,0.0 ,53.4 ,53.4 ,7.1 ,7.1 ,17.1 ,58.3 
,,4011,B,MB,DO,11,16,396.3 ,393.7 ,392.7 ,29.0 ,28.4 ,567.8 ,"1,277.6 "
,,,Total,,,17,23,396.3 ,507.4 ,506.4 ,41.5 ,40.9 ,607.0 ,"1,404.1 "
NC,Research Triangle Regional Public Transportation Authority (TTA),,,,,,,,,,,,,
,,4108,A,DR,DO,5,5,0.0 ,51.1 ,39.8 ,2.7 ,2.4 ,1.8 ,75.4 
,,4108,A,MB,DO,52,67,"2,087.7 ","2,728.8 ","2,370.4 ",112.5 ,97.6 ,667.2 ,"5,880.5 "
,,4108,A,VP,DO,50,78,0.0 ,912.8 ,857.5 ,22.8 ,21.9 ,304.2 ,"11,483.0 "
,,,Total,,,107,150,"2,087.7 ","3,692.7 ","3,267.7 ",138.1 ,121.8 ,973.3 ,"17,438.9 "
NC,Wilmington Transit Authority (Wave),,,,,,,,,,,,,
,,4006,A,DR,DO,4,4,0.0 ,25.5 ,14.0 ,1.9 ,1.1 ,3.1 ,10.4 
,,4006,A,MB,DO,19,19,607.2 ,618.4 ,606.5 ,48.5 ,47.5 ,"1,475.9 ","3,693.3 "
,,,Total,,,23,23,607.2 ,643.9 ,620.5 ,50.5 ,48.6 ,"1,479.0 ","3,703.7 "
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County (WSTA),,,,,,,,,,,,,
,,4012,A,DR,DO,15,19,0.0 ,479.2 ,441.7 ,36.1 ,32.8 ,98.7 ,348.5 
,,4012,A,MB,DO,37,54,"1,473.6 ","1,535.0 ","1,473.6 ",120.9 ,117.5 ,"2,661.5 ","5,855.2 "
,,,Total,,,52,73,"1,473.6 ","2,014.2 ","1,915.3 ",157.0 ,150.2 ,"2,760.2 ","6,203.7 "
ND,Bis-Man Transit Board,,,,,,,,,,,,,
,,8019,B,DR,PT,28,28,0.0 ,717.3 ,717.3 ,53.1 ,53.1 ,193.8 ,717.3 
ND,Cities Area Transit (CAT),,,,,,,,,,,,,
,,8008,A,DR,DO,3,3,0.0 ,56.0 ,54.3 ,3.8 ,3.0 ,13.8 ,21.0 
,,8008,A,DR,PT,11,11,0.0 ,242.4 ,217.2 ,19.5 ,15.1 ,43.4 ,142.2 
,,8008,A,MB,DO,10,13,296.2 ,343.2 ,313.9 ,22.2 ,20.2 ,698.5 ,"1,578.8 "
,,,Total,,,24,27,296.2 ,641.5 ,585.4 ,45.4 ,38.3 ,755.6 ,"1,742.0 "
ND,Fargo Metropolitan Area Transit (MAT),,,,,,,,,,,,,
,,8003,B,DR,PT,7,8,0.0 ,187.0 ,173.9 ,16.7 ,15.8 ,34.9 ,161.0 
,,8003,B,MB,PT,12,15,561.2 ,575.0 ,559.9 ,44.4 ,42.6 ,532.9 ,"1,705.7 "
,,,Total,,,19,23,561.2 ,762.0 ,733.7 ,61.1 ,58.4 ,567.8 ,"1,866.7 "
NE,StarTran (StarTran),,,,,,,,,,,,,
,,7001,B,DR,DO,9,9,0.0 ,232.6 ,138.2 ,19.9 ,14.9 ,29.7 ,151.5 
,,7001,B,DR,PT,7,57,0.0 ,106.3 ,94.2 ,5.0 ,4.1 ,18.3 ,93.3 
,,7001,B,MB,DO,48,58,"1,387.8 ","1,457.7 ","1,388.2 ",108.9 ,103.8 ,"1,481.2 ","4,629.8 "
,,,Total,,,64,124,"1,387.8 ","1,796.7 ","1,620.5 ",133.8 ,122.8 ,"1,529.2 ","4,874.6 "
NE,Transit Authority of Omaha (MAT),,,,,,,,,,,,,
,,7002,A,DR,DO,13,13,0.0 ,414.2 ,215.9 ,28.3 ,12.3 ,32.9 ,162.5 
,,7002,A,MB,DO,114,130,"4,010.5 ","4,004.8 ","3,715.9 ",298.2 ,283.5 ,"4,660.3 ","16,340.9 "
,,,Total,,,127,143,"4,010.5 ","4,419.0 ","3,931.8 ",326.6 ,295.8 ,"4,693.1 ","16,503.4 "
NH,Cooperative Alliance for Seacoast Transportation (COAST),,,,,,,,,,,,,
,,1086,B,DR,DO,1,5,0.0 ,29.2 ,8.5 ,1.3 ,0.4 ,1.4 ,8.7 
,,1086,B,MB,DO,11,19,414.9 ,455.2 ,413.7 ,27.9 ,25.4 ,205.7 ,"1,660.1 "
,,1086,B,MB,PT,6,10,90.7 ,130.6 ,90.8 ,8.2 ,6.6 ,31.6 ,346.8 
,,,Total,,,18,34,505.5 ,615.0 ,513.0 ,37.4 ,32.4 ,238.8 ,"2,015.6 "
NH,Manchester Transit Authority (MTA),,,,,,,,,,,,,
,,1002,A,DR,DO,3,4,0.0 ,42.0 ,36.0 ,5.2 ,3.9 ,14.8 ,17.0 
,,1002,A,MB,DO,13,15,471.4 ,489.1 ,471.4 ,36.6 ,35.2 ,380.6 ,"1,156.8 "
,,,Total,,,16,19,471.4 ,531.1 ,507.4 ,41.8 ,39.0 ,395.4 ,"1,173.8 "
NH,Nashua Transit System (NTS),,,,,,,,,,,,,
,,1087,B,DR,PT,10,13,0.0 ,261.3 ,248.3 ,19.0 ,17.2 ,46.0 ,332.5 
,,1087,B,MB,PT,5,8,230.1 ,242.2 ,229.2 ,22.2 ,20.5 ,270.2 ,"1,289.2 "
,,,Total,,,15,21,230.1 ,503.5 ,477.4 ,41.2 ,37.7 ,316.2 ,"1,621.7 "
NJ,"Academy Lines, Inc.",,,,,,,,,,,,,
,,2122,E,MB,DO,278,314,"8,907.6 ","10,261.8 ","8,819.2 ",469.4 ,426.7 ,"10,490.7 ","224,207.3 "
NJ,"Community Transit, Inc.",,,,,,,,,,,,,
,,2160,E,MB,DO,21,23,922.8 ,"1,159.5 ",921.7 ,74.9 ,66.5 ,598.0 ,"15,453.0 "
NJ,Cumberland County Office on Aging (CCOOA),,,,,,,,,,,,,
,,2155,A,DR,DO,25,35,0.0 ,651.6 ,651.6 ,43.2 ,43.2 ,130.4 ,651.6 
NJ,DeCamp Bus Lines,,,,,,,,,,,,,
,,2161,E,MB,DO,59,79,"2,272.8 ","2,642.8 ","1,928.3 ",123.2 ,99.4 ,"2,346.3 ","44,815.3 "
NJ,"Hudson Transit Lines, Inc. (Short Line)",,,,,,,,,,,,,
,,2126,E,MB,DO,132,174,"7,596.4 ","7,755.1 ","7,573.5 ",172.6 ,168.3 ,"2,625.8 ","155,926.8 "
NJ,Lafeyette-Greenville IBOA,,,,,,,,,,,,,
,,2162,E,MB,DO,21,23,151.6 ,164.7 ,150.0 ,29.4 ,27.1 ,564.0 ,"3,232.4 "
NJ,"Lakeland Bus Lines, Inc.",,,,,,,,,,,,,
,,2163,E,MB,DO,57,71,"2,914.2 ","3,492.3 ","2,908.2 ",98.1 ,84.7 ,"1,874.1 ","49,130.9 "
NJ,Leisure Line,,,,,,,,,,,,,
