State,Name,ID,Org / Type,Mode,TOS, VOMS,Service Supplied (in 000's),,,,,,Unlinked Passenger Trips,
,,5036,B,DR,DO,23,26,0.0 ,503.4 ,390.8 ,46.6 ,38.7 ,68.7 ,416.4 
,,5036,B,DR,PT,53,66,0.0 ,"2,102.9 ","1,798.3 ",135.8 ,118.1 ,346.5 ,"3,242.1 "
,,5036,B,MB,DO,83,101,"2,766.5 ","3,166.1 ","2,799.7 ",238.9 ,216.8 ,"8,263.7 ","23,055.8 "
,,,Total,,,159,193,"2,766.5 ","5,772.4 ","4,988.8 ",421.3 ,373.6 ,"8,678.9 ","26,714.3 "
MI,City of Detroit Department of Transportation (DDOT),,,,,,,,,,,,,
,,5119,B,DR,PT,37,43,0.0 ,"1,891.2 ",805.4 ,125.0 ,52.0 ,175.3 ,"1,663.7 "
,,5119,B,LR,DO,1,4,11.2 ,13.0 ,11.2 ,3.1 ,1.9 ,33.7 ,27.9 
,,5119,B,MB,DO,548,548,"18,688.5 ","19,785.0 ","18,597.1 ","1,620.7 ","1,559.9 ","39,756.5 ","203,588.0 "
,,,Total,,,586,595,"18,699.7 ","21,689.3 ","19,413.7 ","1,748.7 ","1,613.8 ","39,965.4 ","205,279.7 "
MI,City of Jackson Transportation Authority (JTA),,,,,,,,,,,,,
,,5034,A,DR,DO,43,65,0.0 ,"1,173.5 ",937.7 ,72.9 ,56.2 ,197.1 ,"1,166.7 "
,,5034,A,MB,DO,8,11,380.9 ,380.0 ,363.4 ,29.0 ,26.8 ,531.8 ,"1,409.2 "
,,,Total,,,51,76,380.9 ,"1,553.5 ","1,301.1 ",101.9 ,83.0 ,728.9 ,"2,575.9 "
MI,Clinton Area Transit System,,,,,,,,,,,,,
,,5168,A,DR,DO,13,15,0.0 ,367.7 ,367.7 ,13.9 ,13.9 ,48.3 ,0.0 
MI,Detroit Transportation Corporation (Detroit People Mover),,,,,,,,,,,,,
,,5141,A,AG,DO,8,8,497.4 ,497.4 ,497.4 ,43.0 ,43.0 ,"2,186.6 ","3,107.0 "
MI,Interurban Transit Partnership (The Rapid),,,,,,,,,,,,,
,,5033,B,DR,PT,70,107,0.0 ,"2,925.3 ","2,419.9 ",195.0 ,161.3 ,389.4 ,"3,902.7 "
,,5033,B,MB,DO,86,102,"3,661.4 ","3,845.8 ","3,661.4 ",277.8 ,266.0 ,"5,208.5 ","20,104.6 "
,,,Total,,,156,209,"3,661.4 ","6,771.1 ","6,081.3 ",472.8 ,427.3 ,"5,597.9 ","24,007.3 "
MI,Kalamazoo Metro Transit System (Metro Transit),,,,,,,,,,,,,
,,5035,B,DR,DO,1,1,0.0 ,3.8 ,0.8 ,0.4 ,0.1 ,0.6 ,0.8 
,,5035,B,DR,PT,12,13,0.0 ,214.4 ,94.5 ,28.3 ,23.7 ,21.3 ,99.4 
,,5035,B,MB,DO,33,41,"1,534.8 ","1,557.6 ","1,528.6 ",120.8 ,118.9 ,"2,594.8 ","7,239.5 "
,,,Total,,,46,55,"1,534.8 ","1,775.8 ","1,623.9 ",149.4 ,142.7 ,"2,616.6 ","7,339.7 "
MI,Mass Transportation Authority (MTA),,,,,,,,,,,,,
,,5032,A,DR,DO,96,154,0.0 ,"4,214.2 ","3,652.7 ",254.5 ,230.4 ,459.4 ,"5,095.3 "
,,5032,A,MB,DO,200,224,"3,395.3 ","3,741.7 ","3,395.3 ",226.5 ,218.1 ,"5,336.5 ","18,778.6 "
,,,Total,,,296,378,"3,395.3 ","7,955.9 ","7,048.0 ",481.0 ,448.5 ,"5,795.9 ","23,873.8 "
MI,Muskegon Area Transit System (MATS - The Shore Line),,,,,,,,,,,,,
,,5037,A,DR,DO,3,7,0.0 ,138.4 ,124.3 ,9.2 ,8.6 ,13.1 ,71.9 
,,5037,A,MB,DO,14,18,454.5 ,483.6 ,454.5 ,35.6 ,34.0 ,389.3 ,"1,604.0 "
,,,Total,,,17,25,454.5 ,622.0 ,578.8 ,44.9 ,42.6 ,402.4 ,"1,675.8 "
MI,Niles Dial-A-Ride,,,,,,,,,,,,,
,,5038,B,DR,PT,9,9,0.0 ,199.0 ,199.0 ,15.7 ,15.7 ,94.0 ,204.0 
MI,Saginaw Transit Authority Regional Service (STARS),,,,,,,,,,,,,
,,5039,A,DR,DO,14,20,0.0 ,802.8 ,597.6 ,96.7 ,71.7 ,74.7 ,541.3 
,,5039,A,MB,DO,39,48,822.2 ,831.7 ,793.7 ,70.7 ,65.9 ,952.0 ,"3,256.6 "
,,,Total,,,53,68,822.2 ,"1,634.4 ","1,391.3 ",167.4 ,137.6 ,"1,026.8 ","3,797.9 "
MI,Suburban Mobility Authority for Regional Transportation (SMART),,,,,,,,,,,,,
,,5031,B,DR,DO,85,108,0.0 ,"2,861.3 ","2,363.5 ",202.0 ,179.0 ,409.7 ,"3,086.6 "
,,5031,B,DR,PT,37,47,0.0 ,"1,062.6 ",959.7 ,76.9 ,68.0 ,361.0 ,"1,859.6 "
,,5031,B,MB,DO,223,274,"11,225.3 ","14,978.2 ","11,411.9 ",784.2 ,668.5 ,"10,552.2 ","80,888.3 "
,,5031,B,MB,PT,7,9,279.7 ,284.3 ,277.0 ,20.8 ,19.8 ,317.5 ,825.6 
,,,Total,,,352,438,"11,505.0 ","19,186.4 ","15,012.2 ","1,083.8 ",935.2 ,"11,640.6 ","86,660.1 "
MI,Twin Cities Area Transportation Authority (TCATA),,,,,,,,,,,,,
,,5132,A,DR,DO,14,17,0.0 ,299.8 ,281.5 ,26.5 ,24.9 ,129.9 ,454.6 
,,5132,A,MB,DO,2,3,64.0 ,64.0 ,64.0 ,3.9 ,3.9 ,24.2 ,104.2 
,,,Total,,,16,20,64.0 ,363.8 ,345.5 ,30.4 ,28.8 ,154.1 ,558.8 
MI,University of Michigan Parking and Transportation Services (UMTS),,,,,,,,,,,,,
,,5158,B,MB,DO,32,55,856.2 ,920.0 ,852.5 ,97.8 ,93.7 ,"4,092.9 ","9,914.9 "
MN,City of Moorhead-Transit,,,,,,,,,,,,,
,,5026,B,DR,PT,1,2,0.0 ,17.5 ,14.1 ,2.2 ,2.0 ,3.4 ,9.3 
,,5026,B,MB,PT,8,11,291.5 ,316.0 ,290.9 ,21.0 ,20.2 ,310.9 ,794.8 
,,,Total,,,9,13,291.5 ,333.5 ,305.1 ,23.2 ,22.2 ,314.2 ,804.0 
MN,"City of Rochester, Minnesota",,,,,,,,,,,,,
,,5092,B,DR,PT,4,0,0.0 ,160.8 ,156.1 ,11.2 ,10.8 ,52.7 ,349.1 
,,5092,B,MB,PT,27,36,774.9 ,896.5 ,774.9 ,59.7 ,52.7 ,"1,170.6 ","4,394.1 "
,,,Total,,,31,36,774.9 ,"1,057.3 ",931.0 ,70.9 ,63.5 ,"1,223.3 ","4,743.2 "
MN,Duluth Transit Authority (DTA),,,,,,,,,,,,,
,,5025,B,DR,PT,9,0,0.0 ,190.4 ,179.4 ,17.3 ,15.9 ,26.9 ,167.9 
,,5025,B,MB,DO,63,75,"1,916.8 ","2,027.4 ","1,899.5 ",147.5 ,138.5 ,"3,048.3 ","9,042.3 "
,,,Total,,,72,75,"1,916.8 ","2,217.8 ","2,078.8 ",164.8 ,154.4 ,"3,075.2 ","9,210.2 "
MN,Metro Mobility,,,,,,,,,,,,,
,,5155,B,DR,PT,244,259,0.0 ,"10,216.1 ","8,742.3 ",657.1 ,549.1 ,"1,088.2 ","11,018.5 "
MN,Metro Transit,,,,,,,,,,,,,
,,5027,B,MB,DO,841,980,"25,236.1 ","32,187.8 ","25,736.0 ","2,342.3 ","2,065.0 ","69,589.4 ","286,565.1 "
MN,Metropolitan Council,,,,,,,,,,,,,
,,5154,E,DR,PT,173,241,0.0 ,"4,175.0 ","3,294.6 ",299.8 ,255.4 ,773.0 ,"4,627.1 "
,,5154,E,MB,PT,172,275,"4,670.8 ","7,042.0 ","4,670.1 ",386.8 ,265.5 ,"3,653.8 ","27,114.0 "
,,,Total,,,345,516,"4,670.8 ","11,217.0 ","7,964.6 ",686.7 ,520.9 ,"4,426.8 ","31,741.1 "
MN,St. Cloud Metropolitan Transit Commission (St. Cloud MTC),,,,,,,,,,,,,
,,5028,A,DR,DO,13,16,0.0 ,410.8 ,378.3 ,34.5 ,31.6 ,117.5 ,548.9 
,,5028,A,MB,DO,22,30,924.0 ,951.7 ,914.1 ,68.2 ,64.5 ,"1,511.7 ","4,570.3 "
,,,Total,,,35,46,924.0 ,"1,362.4 ","1,292.5 ",102.7 ,96.0 ,"1,629.2 ","5,119.2 "
MO,Bi-State Development Agency (BSDA),,,,,,,,,,,,,
,,7006,A,DR,DO,60,78,0.0 ,"4,861.2 ","4,165.8 ",295.4 ,246.3 ,532.4 ,"4,871.6 "
,,7006,A,LR,DO,44,65,"5,156.6 ","5,195.8 ","5,156.2 ",205.6 ,176.6 ,"14,680.2 ","126,728.6 "
,,7006,A,MB,DO,376,473,"17,882.2 ","21,457.1 ","17,786.0 ","1,465.3 ","1,111.0 ","32,293.1 ","130,646.6 "
,,,Total,,,480,616,"23,038.8 ","31,514.1 ","27,108.0 ","1,966.3 ","1,533.9 ","47,505.8 ","262,246.9 "
MO,City Utilities of Springfield Transit Services (The Bus),,,,,,,,,,,,,
,,7003,A,DR,DO,4,5,0.0 ,141.5 ,124.4 ,10.0 ,9.2 ,17.8 ,118.3 
,,7003,A,MB,DO,20,23,"1,066.4 ","1,070.8 ","1,045.5 ",74.8 ,73.0 ,"1,358.0 ","4,058.0 "
,,,Total,,,24,28,"1,066.4 ","1,212.2 ","1,169.9 ",84.8 ,82.2 ,"1,375.7 ","4,176.2 "
MO,Columbia Transit,,,,,,,,,,,,,
,,7016,A,DR,DO,4,8,0.0 ,152.2 ,143.3 ,14.6 ,13.2 ,29.2 ,160.5 
,,7016,A,MB,DO,9,9,421.1 ,443.8 ,420.8 ,34.0 ,31.5 ,450.0 ,"1,755.1 "
,,,Total,,,13,17,421.1 ,595.9 ,564.1 ,48.6 ,44.7 ,479.2 ,"1,915.6 "
MO,Kansas City Area Transportation Authority (KCATA),,,,,,,,,,,,,
,,7005,B,DR,DO,9,34,0.0 ,563.4 ,437.0 ,36.6 ,32.4 ,117.4 ,604.4 
,,7005,B,DR,PT,79,79,0.0 ,"3,174.0 ","1,511.9 ",190.3 ,81.9 ,262.2 ,"1,666.8 "
,,7005,B,MB,DO,211,282,"8,075.0 ","9,172.2 ","8,062.7 ",574.2 ,525.3 ,"14,309.1 ","49,510.2 "
,,7005,B,VP,DO,30,31,0.0 ,479.0 ,479.0 ,10.6 ,10.6 ,66.3 ,"2,236.6 "
,,,Total,,,329,426,"8,075.0 ","13,388.6 ","10,490.7 ",811.8 ,650.3 ,"14,754.9 ","54,017.9 "
MO,Southwest Missouri State University (SMSU),,,,,,,,,,,,,
,,7036,B,MB,PT,10,16,156.5 ,166.7 ,156.5 ,21.5 ,20.3 ,750.8 ,549.9 
MO,St. Joseph Transit (The Ride),,,,,,,,,,,,,
,,7032,A,MB,DO,18,21,827.4 ,863.1 ,827.4 ,63.6 ,62.0 ,325.9 ,"1,582.5 "
MS,City of Jackson Transit System (JATran),,,,,,,,,,,,,
,,4015,A,DR,DO,8,11,0.0 ,314.3 ,314.3 ,23.2 ,23.2 ,39.9 ,314.3 
,,4015,A,MB,DO,27,37,"1,005.8 ","1,022.7 ",940.4 ,62.4 ,58.8 ,833.8 ,"1,172.1 "
,,,Total,,,35,48,"1,005.8 ","1,337.0 ","1,254.7 ",85.6 ,82.1 ,873.6 ,"1,486.4 "
MS,Coast Transit Authority (CTA),,,,,,,,,,,,,
,,4014,A,DR,DO,19,19,0.0 ,564.2 ,564.2 ,33.2 ,33.2 ,120.0 ,"1,143.5 "
,,4014,A,MB,DO,18,18,853.0 ,883.3 ,847.7 ,71.0 ,66.0 ,460.0 ,"2,804.0 "
,,,Total,,,37,37,853.0 ,"1,447.4 ","1,411.9 ",104.2 ,99.2 ,579.9 ,"3,947.5 "
MT,Billings Metropolitan Transit,,,,,,,,,,,,,
,,8004,A,DR,DO,11,15,0.0 ,206.5 ,166.1 ,17.9 ,15.0 ,65.3 ,389.8 
,,8004,A,MB,DO,20,23,629.7 ,648.7 ,629.2 ,40.3 ,39.1 ,646.1 ,"2,080.5 "
,,,Total,,,31,38,629.7 ,855.1 ,795.3 ,58.2 ,54.1 ,711.4 ,"2,470.3 "
MT,Great Falls Transit District (GFTD),,,,,,,,,,,,,
,,8012,B,DR,PT,14,14,0.0 ,110.2 ,72.9 ,22.1 ,14.7 ,34.5 ,78.1 
,,8012,B,MB,DO,14,17,420.4 ,454.1 ,420.4 ,35.5 ,33.5 ,553.3 ,962.8 
,,,Total,,,28,31,420.4 ,564.3 ,493.3 ,57.6 ,48.2 ,587.8 ,"1,040.9 "
MT,Missoula Urban Transportation District (Mountain Line),,,,,,,,,,,,,
,,8009,A,DR,DO,3,4,0.0 ,73.6 ,71.5 ,6.7 ,6.4 ,14.3 ,50.5 
,,8009,A,MB,DO,16,21,595.2 ,612.5 ,595.2 ,39.5 ,38.7 ,710.0 ,"2,825.8 "
,,,Total,,,19,25,595.2 ,686.2 ,666.7 ,46.1 ,45.1 ,724.3 ,"2,876.3 "
NC,Asheville Transit System,,,,,,,,,,,,,
,,4005,B,DR,PT,6,36,0.0 ,146.6 ,146.6 ,13.7 ,13.7 ,22.6 ,146.6 
,,4005,B,MB,DO,16,19,685.3 ,692.8 ,685.9 ,51.7 ,50.5 ,"1,009.2 ","3,057.9 "
,,,Total,,,22,55,685.3 ,839.3 ,832.5 ,65.5 ,64.2 ,"1,031.8 ","3,204.5 "
NC,Capital Area Transit,,,,,,,,,,,,,
,,4007,A,DR,DO,7,8,0.0 ,352.9 ,312.7 ,27.3 ,23.0 ,155.2 ,648.1 
,,4007,A,MB,DO,46,65,"1,825.2 ","1,932.2 ","1,825.2 ",145.6 ,136.7 ,"3,112.4 ","9,963.1 "
,,,Total,,,53,73,"1,825.2 ","2,285.1 ","2,137.9 ",172.8 ,159.6 ,"3,267.6 ","10,611.1 "
NC,Chapel Hill Transit,,,,,,,,,,,,,
,,4051,A,DR,DO,12,16,0.0 ,308.6 ,308.6 ,25.6 ,25.6 ,60.5 ,293.3 
,,4051,A,MB,DO,70,83,"1,534.9 ","1,608.1 ","1,534.9 ",129.7 ,121.1 ,"3,545.9 ","9,818.3 "
,,,Total,,,82,99,"1,534.9 ","1,916.7 ","1,843.6 ",155.3 ,146.7 ,"3,606.4 ","10,111.5 "
NC,Charlotte Area Transit System (CATS),,,,,,,,,,,,,
,,4008,B,DR,DO,64,72,0.0 ,"1,762.0 ","1,518.7 ",118.2 ,102.1 ,173.6 ,"1,458.2 "
,,4008,B,DR,PT,2,2,0.0 ,32.1 ,22.8 ,6.5 ,6.0 ,21.4 ,56.6 
,,4008,B,MB,DO,207,252,"8,029.6 ","8,697.9 ","8,028.4 ",630.9 ,589.7 ,"15,800.0 ","65,322.4 "
,,4008,B,MB,PT,16,19,850.4 ,946.3 ,850.4 ,44.8 ,39.7 ,228.3 ,"1,522.6 "
,,4008,B,VP,DO,77,85,0.0 ,"2,212.1 ","2,177.8 ",45.3 ,44.7 ,363.9 ,"19,114.5 "
,,,Total,,,366,430,"8,880.0 ","13,650.4 ","12,598.2 ",845.7 ,782.2 ,"16,587.2 ","87,474.2 "
NC,Davidson County Transportation (DCTS),,,,,,,,,,,,,
,,4131,B,DR,DO,14,0,0.0 ,63.6 ,63.6 ,6.8 ,6.8 ,18.2 ,59.9 
NC,Durham Area Transit Authority (DATA),,,,,,,,,,,,,
,,4087,B,DR,PT,35,39,0.0 ,688.1 ,655.6 ,39.2 ,37.4 ,79.2 ,481.2 
,,4087,B,MB,PT,35,43,"2,188.5 ","2,288.0 ","2,163.7 ",165.4 ,156.5 ,"4,644.2 ","13,340.2 "
,,,Total,,,70,82,"2,188.5 ","2,976.1 ","2,819.2 ",204.6 ,193.9 ,"4,723.4 ","13,821.4 "
NC,Fayetteville Area System of Transit (FAST),,,,,,,,,,,,,
,,4009,A,DR,DO,14,17,0.0 ,626.8 ,626.8 ,28.6 ,28.6 ,62.8 ,588.7 
,,4009,A,MB,DO,16,16,725.1 ,727.1 ,725.1 ,58.4 ,56.0 ,"1,130.3 ","3,312.0 "
,,,Total,,,30,33,725.1 ,"1,354.0 ","1,351.9 ",87.0 ,84.6 ,"1,193.1 ","3,900.7 "
NC,Greensboro Transit Authority (GTA),,,,,,,,,,,,,
,,4093,B,DR,PT,20,28,0.0 ,905.7 ,839.2 ,52.3 ,48.5 ,141.8 ,"1,319.1 "
,,4093,B,MB,PT,23,28,"1,391.5 ","1,403.2 ","1,392.6 ",102.0 ,99.9 ,"2,021.6 ","6,267.1 "
,,,Total,,,43,56,"1,391.5 ","2,308.9 ","2,231.8 ",154.3 ,148.4 ,"2,163.5 ","7,586.2 "
NC,High Point Transit (Hi Tran),,,,,,,,,,,,,
,,4011,B,DR,DO,3,3,0.0 ,64.9 ,64.9 ,5.8 ,5.8 ,22.4 ,67.2 
,,4011,B,DR,PT,3,4,0.0 ,51.3 ,51.3 ,7.2 ,7.2 ,16.3 ,47.4 
,,4011,B,MB,DO,11,16,396.0 ,393.4 ,391.3 ,29.5 ,28.3 ,649.6 ,"1,948.8 "
,,,Total,,,17,23,396.0 ,509.6 ,507.5 ,42.4 ,41.3 ,688.3 ,"2,063.4 "
NC,Research Triangle Regional Public Transportation Authority (TTA),,,,,,,,,,,,,
,,4108,A,MB,DO,43,68,"1,779.6 ","2,309.3 ","1,779.6 ",101.2 ,77.1 ,941.4 ,"7,694.1 "
,,4108,A,VP,DO,50,85,0.0 ,922.4 ,815.6 ,23.1 ,20.4 ,313.8 ,"9,980.2 "
,,,Total,,,93,153,"1,779.6 ","3,231.7 ","2,595.2 ",124.3 ,97.5 ,"1,255.2 ","17,674.3 "
NC,Wilmington Transit Authority (Wave),,,,,,,,,,,,,
,,4006,A,DR,DO,2,6,0.0 ,25.3 ,13.9 ,2.2 ,1.2 ,3.0 ,10.1 
,,4006,A,MB,DO,15,19,632.7 ,646.1 ,632.5 ,50.1 ,49.0 ,"1,547.9 ","3,868.2 "
,,,Total,,,17,25,632.7 ,671.4 ,646.4 ,52.3 ,50.2 ,"1,550.9 ","3,878.2 "
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County (WSTA),,,,,,,,,,,,,
,,4012,A,DR,DO,15,19,0.0 ,486.7 ,449.3 ,36.3 ,32.9 ,100.5 ,391.4 
,,4012,A,MB,DO,37,54,"1,562.8 ","1,623.6 ","1,562.8 ",127.8 ,124.4 ,"2,831.4 ","5,631.6 "
,,,Total,,,52,73,"1,562.8 ","2,110.3 ","2,012.0 ",164.1 ,157.2 ,"2,931.9 ","6,023.0 "
ND,Bis-Man Transit Board,,,,,,,,,,,,,
,,8019,B,DR,PT,23,27,0.0 ,715.8 ,715.8 ,52.4 ,52.4 ,186.9 ,715.8 
ND,Fargo Metropolitan Area Transit (MAT),,,,,,,,,,,,,
,,8003,B,DR,PT,7,7,0.0 ,190.8 ,177.0 ,16.4 ,15.5 ,35.7 ,160.0 
,,8003,B,MB,PT,12,15,596.1 ,611.1 ,594.9 ,47.5 ,45.7 ,522.8 ,"1,351.0 "
,,,Total,,,19,22,596.1 ,801.9 ,771.8 ,63.8 ,61.2 ,558.5 ,"1,511.0 "
ND,Grand Forks City Bus (CAT),,,,,,,,,,,,,
,,8008,A,DR,DO,3,3,0.0 ,49.4 ,47.8 ,3.8 ,3.4 ,15.3 ,23.0 
,,8008,A,DR,PT,11,11,0.0 ,245.2 ,219.7 ,20.4 ,16.6 ,45.4 ,145.4 
,,8008,A,MB,DO,10,12,295.8 ,315.0 ,297.5 ,21.9 ,20.2 ,706.1 ,"1,589.1 "
,,,Total,,,24,26,295.8 ,609.5 ,564.9 ,46.0 ,40.1 ,766.8 ,"1,757.5 "
NE,StarTran (StarTran),,,,,,,,,,,,,
,,7001,B,DR,DO,8,9,0.0 ,223.8 ,198.3 ,20.2 ,16.7 ,29.2 ,148.7 
,,7001,B,DR,PT,9,56,0.0 ,129.3 ,114.6 ,6.7 ,5.5 ,23.0 ,117.0 
,,7001,B,MB,DO,47,56,"1,402.7 ","1,440.9 ","1,402.7 ",107.5 ,104.6 ,"1,529.3 ","7,703.3 "
,,,Total,,,64,121,"1,402.7 ","1,794.0 ","1,715.6 ",134.3 ,126.9 ,"1,581.5 ","7,969.0 "
NE,Transit Authority of Omaha (MAT),,,,,,,,,,,,,
,,7002,A,DR,DO,13,18,0.0 ,463.8 ,451.8 ,29.1 ,28.7 ,45.0 ,250.2 
,,7002,A,MB,DO,104,130,"3,982.0 ","4,637.6 ","3,972.1 ",338.5 ,290.3 ,"3,594.4 ","13,731.0 "
,,,Total,,,117,148,"3,982.0 ","5,101.4 ","4,423.9 ",367.6 ,319.0 ,"3,639.4 ","13,981.2 "
NH,Manchester Transit Authority (MTA),,,,,,,,,,,,,
,,1002,A,DR,DO,3,4,0.0 ,44.6 ,32.6 ,3.8 ,2.7 ,6.5 ,32.6 
,,1002,A,MB,DO,13,15,500.2 ,518.3 ,500.2 ,39.9 ,38.2 ,378.4 ,"1,687.6 "
,,,Total,,,16,19,500.2 ,562.9 ,532.7 ,43.7 ,40.9 ,384.9 ,"1,720.3 "
NH,Nashua Transit System (NTS),,,,,,,,,,,,,
,,1087,B,DR,PT,10,13,0.0 ,243.0 ,230.8 ,17.7 ,16.2 ,44.5 ,425.0 
,,1087,B,MB,PT,5,8,208.9 ,206.8 ,196.4 ,17.2 ,15.7 ,265.9 ,"1,127.6 "
,,,Total,,,15,21,208.9 ,449.7 ,427.2 ,34.9 ,31.9 ,310.4 ,"1,552.5 "
NJ,"Academy Lines, Inc.",,,,,,,,,,,,,
,,2122,E,MB,DO,278,303,"8,830.3 ","10,136.3 ","8,783.7 ",458.6 ,416.9 ,"9,963.5 ","239,937.4 "
NJ,"Community Transit, Inc.",,,,,,,,,,,,,
,,2160,E,MB,DO,21,23,956.2 ,"1,232.5 ",954.7 ,76.3 ,66.2 ,637.1 ,"16,066.2 "
NJ,Cumberland County Office on Aging (CCOOA),,,,,,,,,,,,,
,,2155,A,DR,DO,23,32,0.0 ,695.9 ,695.9 ,39.8 ,39.8 ,130.5 ,695.9 
NJ,DeCamp Bus Lines,,,,,,,,,,,,,
,,2161,E,MB,DO,68,79,"2,174.7 ","2,784.6 ","2,099.4 ",180.5 ,137.1 ,"2,701.2 ","37,787.4 "
NJ,"Hudson Transit Lines, Inc. (Short Line)",,,,,,,,,,,,,
,,2126,E,MB,DO,132,174,"7,755.7 ","7,882.2 ","7,685.5 ",339.0 ,333.4 ,"2,534.4 ","154,350.5 "
NJ,Lafeyette-Greenville IBOA,,,,,,,,,,,,,
,,2162,E,MB,DO,21,27,612.3 ,665.1 ,604.5 ,118.6 ,109.9 ,"2,209.6 ","13,059.9 "
NJ,"Lakeland Bus Lines, Inc.",,,,,,,,,,,,,
,,2163,E,MB,DO,60,92,"2,945.8 ","3,386.1 ","2,939.9 ",94.9 ,82.4 ,"1,871.6 ","49,598.7 "
NJ,Leisure Line,,,,,,,,,,,,,
,,2164,E,MB,DO,33,35,568.4 ,597.5 ,553.1 ,18.6 ,17.3 ,403.3 ,"21,567.9 "
NJ,New Jersey Transit Corporation (NJTransit),,,,,,,,,,,,,
,,2080,B,CR,DO,722,836,"46,145.8 ","50,205.7 ","46,007.5 ","1,544.3 ","1,443.9 ","62,707.5 ","1,486,595.5 "
,,2080,B,CR,PT,44,78,"1,356.3 ","1,356.3 ","1,356.3 ",25.5 ,25.5 ,"1,634.7 ","57,529.6 "
,,2080,B,DR,PT,277,277,0.0 ,"8,556.7 ","7,001.2 ",498.7 ,425.5 ,682.9 ,"5,879.9 "
,,2080,B,LR,DO,12,16,478.9 ,478.9 ,478.9 ,42.6 ,42.6 ,"4,668.4 ","11,105.6 "
,,2080,B,LR,PT,15,29,704.9 ,704.9 ,704.9 ,75.9 ,75.9 ,"3,091.7 ","11,554.8 "
,,2080,B,MB,DO,"1,714","2,025","67,133.0 ","84,584.3 ","66,918.5 ","5,274.0 ","4,482.8 ","144,048.4 ","843,300.0 "
,,2080,B,MB,PT,138,161,"6,007.7 ","6,535.9 ","6,035.3 ",455.8 ,429.8 ,"8,095.2 ","37,027.9 "
,,2080,B,VP,PT,173,173,0.0 ,"2,865.1 ","2,865.1 ",71.9 ,71.9 ,507.6 ,"20,949.6 "
,,,Total,,,"3,095","3,595","121,826.6 ","155,287.9 ","131,367.8 ","7,988.8 ","6,997.9 ","225,436.3 ","2,473,942.9 "
NJ,New Jersey Transit Corporation-45 (NJTC-45),,,,,,,,,,,,,
,,2132,E,MB,DO,50,58,"1,196.8 ","1,250.0 ","1,160.2 ",152.8 ,147.9 ,"3,415.7 ","8,959.6 "
NJ,"Olympia Trails Bus Company, Inc.",,,,,,,,,,,,,
,,2165,E,MB,DO,28,41,"1,591.7 ","1,884.4 ","1,696.3 ",135.7 ,124.3 ,739.1 ,"15,025.5 "
NJ,"Orange-Newark-Elizabeth, Inc.",,,,,,,,,,,,,
,,2166,E,MB,DO,39,46,"1,519.9 ","1,666.8 ","1,503.8 ",177.5 ,164.4 ,"9,143.5 ","27,634.4 "
NJ,Port Authority Trans-Hudson Corporation (PATH),,,,,,,,,,,,,
,,2098,B,FB,PT,7,16,405.7 ,405.7 ,405.7 ,38.6 ,38.6 ,"5,683.1 ","13,593.4 "
,,2098,B,HR,DO,231,231,"12,085.6 ","12,034.1 ","11,384.1 ",738.5 ,582.9 ,"62,639.2 ","245,517.8 "
,,,Total,,,238,247,"12,491.3 ","12,439.8 ","11,789.8 ",777.1 ,621.5 ,"68,322.3 ","259,111.2 "
NJ,Port Authority Transit Corporation (PATCO),,,,,,,,,,,,,
,,2075,A,HR,DO,96,121,"4,150.8 ","4,345.9 ","4,131.3 ",149.9 ,142.5 ,"9,288.4 ","79,825.2 "
NJ,"Rockland Coaches, Inc.",,,,,,,,,,,,,
,,2149,E,MB,DO,98,119,"4,653.0 ","5,727.2 ","4,597.5 ",254.0 ,195.5 ,"4,488.3 ","80,144.9 "
NJ,South Orange Avenue IBOA,,,,,,,,,,,,,
,,2167,E,MB,DO,20,23,722.7 ,727.5 ,715.5 ,79.0 ,78.2 ,"3,332.0 ","11,395.1 "
NJ,Suburban Transit Corporation,,,,,,,,,,,,,
,,2128,E,MB,DO,159,180,"8,241.7 ","8,662.7 ","7,897.9 ",439.3 ,417.8 ,"4,400.1 ","152,716.4 "
NJ,"Trans-Bridge Lines, Inc.",,,,,,,,,,,,,
,,2169,E,MB,DO,35,42,"3,243.1 ","3,286.1 ","3,217.5 ",69.1 ,67.8 ,883.7 ,"79,533.4 "
NJ,Trans-Hudson Express,,,,,,,,,,,,,
,,2168,E,MB,DO,76,105,"2,902.6 ","2,976.7 ","2,336.3 ",266.3 ,221.6 ,"7,440.4 ","45,928.4 "
NM,Las Cruces Area Transit (RoadRunner),,,,,,,,,,,,,
,,6049,A,DR,DO,9,11,0.0 ,163.2 ,126.0 ,15.6 ,13.0 ,48.1 ,154.8 
,,6049,A,MB,DO,9,17,360.7 ,374.3 ,362.2 ,32.8 ,30.7 ,678.6 ,"2,274.1 "
,,,Total,,,18,28,360.7 ,537.6 ,488.1 ,48.4 ,43.6 ,726.6 ,"2,428.9 "
NM,Santa Fe Trails - City of Santa Fe (SFT),,,,,,,,,,,,,
,,6077,B,DR,PT,22,27,0.0 ,642.9 ,302.8 ,52.4 ,24.0 ,91.0 ,282.2 
,,6077,B,MB,DO,27,27,846.6 ,927.9 ,838.9 ,62.9 ,58.0 ,592.8 ,"2,110.7 "
,,,Total,,,49,54,846.6 ,"1,570.9 ","1,141.7 ",115.3 ,82.0 ,683.8 ,"2,392.9 "
